seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps,bound
2106,aligned_strong,bound_sensitivity,0,adam,exact,0.03,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,adam,unit_broadcast,0.03,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,adam,calibrated_broadcast,0.03,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,adam,ancestry_three_oracle,0.03,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,sgd,exact,0.3,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,sgd,unit_broadcast,0.3,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,sgd,calibrated_broadcast,0.3,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,0,sgd,ancestry_three_oracle,0.3,True,True,0.9422191594145793,0.9602852431857225,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,adam,exact,0.03,True,True,0.008859163383508582,0.008717535753799554,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,adam,unit_broadcast,0.03,True,True,0.00957304975039659,0.009438478786687894,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,adam,calibrated_broadcast,0.03,True,True,0.009573052274423888,0.009438481286571867,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,adam,ancestry_three_oracle,0.03,True,True,0.008877743787585391,0.008742563914605624,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,sgd,exact,0.3,True,True,0.06853897467547852,0.06876184632058935,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,sgd,unit_broadcast,0.3,True,True,0.004638564577747977,0.004616969704255404,0,0,7.0
2106,aligned_strong,bound_sensitivity,64,sgd,calibrated_broadcast,0.3,True,True,0.07424806116926766,0.07448126869018935,0,0,7.0
