root_id,focal_segment_id,focal_topological_depth,focal_path_length_um,dose,perturbation,delta_conductance,soma_clamp_current,localization_index,descendant_change,matched_unrelated_change,depth_shuffled_localization_mean,depth_shuffled_localization_sd
864691135060651419,5224,2,14.398546320635749,0.25,matched additive,0.04345914493064475,0.007902018285223338,5.508168557711507e-05,5.508168557733711e-05,2.2204460492503128e-16,4.443063761896038e-06,5.3075578360558226e-05
864691135060651419,5224,2,14.398546320635749,0.25,focal shunt,0.04345914493064475,0.00788213793760588,0.0024640839235416483,0.002826136443250505,0.0003620525197088567,-0.0004611486048141865,0.0013485934881776098
864691135060651419,5224,2,14.398546320635749,0.5,matched additive,0.0869182898612895,0.015804036570445733,0.0001101603370967281,0.00011016033709695014,2.2204460492503128e-16,8.885555093442512e-06,0.00010614743802017616
864691135060651419,5224,2,14.398546320635749,0.5,focal shunt,0.0869182898612895,0.015724714742358478,0.0049221170512218195,0.005644274867807966,0.0007221578165861462,-0.0009216180127282436,0.00269347408252856
864691135060651419,5224,2,14.398546320635749,1.0,matched additive,0.173836579722579,0.03160807314089052,0.00022030853929997464,0.00022030853930019668,2.2204460492503128e-16,1.776882101222619e-05,0.0002122800034350797
864691135060651419,5224,2,14.398546320635749,1.0,focal shunt,0.173836579722579,0.03129237036809878,0.009820149152903279,0.011256738486861012,0.001436589333957733,-0.0018405266375811434,0.005372174582506891
864691135060651419,5224,2,14.398546320635749,2.0,matched additive,0.347673159445158,0.06321614628178199,0.00044056854971747457,0.0004405685497176966,2.2204460492503128e-16,3.552848968720982e-05,0.0004245005340366522
864691135060651419,5224,2,14.398546320635749,2.0,focal shunt,0.347673159445158,0.061965823467820126,0.019544892365783124,0.02238765727074087,0.0028427649049577466,-0.0036702745640711304,0.010685870486251683
864691135060651419,5233,4,30.78074376601832,0.25,matched additive,0.11697588931159432,0.013113865927241952,0.00020359827176890324,0.00024662875745590376,4.303048568700052e-05,-0.00013810403390290555,0.00041849791941697673
864691135060651419,5233,4,30.78074376601832,0.25,focal shunt,0.11697588931159432,0.012995295797301335,0.008115608182516415,0.00915512727051495,0.0010395190879985351,-0.0016927456085234266,0.0038373133778944286
864691135060651419,5233,4,30.78074376601832,0.5,matched additive,0.23395177862318864,0.02622773185448532,0.0004071375843341989,0.000493196704165174,8.605911983097508e-05,-0.0002760700445444506,0.0008367381299599585
864691135060651419,5233,4,30.78074376601832,0.5,focal shunt,0.23395177862318864,0.02575770115709865,0.016166280116050397,0.018227163567603746,0.0020608834515533497,-0.0033811951786238913,0.007646320734642893
864691135060651419,5233,4,30.78074376601832,1.0,matched additive,0.4679035572463773,0.05245546370897064,0.0008140394511172185,0.0009861502852439277,0.0001721108341267093,-0.0005515888755612226,0.0016724468096451783
