root_id,focal_segment_id,dose,perturbation,category,n_sites,median_abs_log_gradient_change,mean_abs_log_gradient_change,synapse_weighted_median_abs_log_gradient_change,median_signed_log_gradient_change,gradient_sign_flip_fraction
864691135060651419,7026,0.25,matched additive,descendant,3,0.0009296182145714473,0.0008181586854089257,0.0009296182145714473,0.0009296182145714473,0.0
864691135060651419,7026,0.25,matched additive,depth-matched unrelated,3,0.0,1.480297366166875e-16,4.440892098500625e-16,0.0,0.0
864691135060651419,7026,0.25,matched additive,sister,3,5.73212667744406e-05,7.144486835712704e-05,5.73212667744406e-05,5.73212667744406e-05,0.0
864691135060651419,7026,0.25,matched additive,unrelated,55,0.0,4.0371746350005693e-17,0.0,0.0,0.0
864691135060651419,7026,0.25,focal shunt,descendant,3,0.02487478246431788,0.024983516263775707,0.02487478246431788,-0.02487478246431788,0.0
864691135060651419,7026,0.25,focal shunt,depth-matched unrelated,3,0.0010044791844193986,0.001004479184418991,0.0010044791844178427,-0.0010044791844193986,0.0
864691135060651419,7026,0.25,focal shunt,sister,3,0.003320662527987721,0.0033068845427711054,0.003320662527987721,-0.003320662527987721,0.0
864691135060651419,7026,0.25,focal shunt,unrelated,55,0.0010044791844201764,0.0010044791844178262,0.0010044791844201764,-0.0010044791844201764,0.0
864691135060651419,7026,0.5,matched additive,descendant,3,0.001858373041675962,0.0016356206549529744,0.001858373041675962,0.001858373041675962,0.0
864691135060651419,7026,0.5,matched additive,depth-matched unrelated,3,0.0,7.401486830834377e-17,2.2204460492503128e-16,0.0,0.0
864691135060651419,7026,0.5,matched additive,sister,3,0.00011463924800936493,0.0001428841929500331,0.00011463924800936493,0.00011463924800936493,0.0
864691135060651419,7026,0.5,matched additive,unrelated,55,0.0,4.6427508302506543e-17,1.1102230246251565e-16,0.0,0.0
864691135060651419,7026,0.5,focal shunt,descendant,3,0.0491456340134208,0.0493577592751351,0.0491456340134208,-0.0491456340134208,0.0
864691135060651419,7026,0.5,focal shunt,depth-matched unrelated,3,0.0019600311824172255,0.0019600311824164098,0.001960031182413777,-0.0019600311824172255,0.0
864691135060651419,7026,0.5,focal shunt,sister,3,0.006486984243450009,0.006460088531357967,0.006486984243450009,-0.006486984243450009,0.0
864691135060651419,7026,0.5,focal shunt,unrelated,55,0.0019600311824184494,0.0019600311824134937,0.0019600311824176705,-0.0019600311824184494,0.0
864691135060651419,7026,1.0,matched additive,descendant,3,0.0037132989380815034,0.0032684593336847114,0.0037132989380815034,0.0037132989380815034,0.0
864691135060651419,7026,1.0,matched additive,depth-matched unrelated,3,0.0,0.0,0.0,0.0,0.0
864691135060651419,7026,1.0,matched additive,sister,3,0.00022926535536796564,0.0002857462145656091,0.00022926535536796564,0.00022926535536796564,0.0
864691135060651419,7026,1.0,matched additive,unrelated,55,0.0,4.239033366750598e-17,0.0,0.0,0.0
864691135060651419,7026,1.0,focal shunt,descendant,3,0.0959881116456916,0.09639249396973987,0.0959881116456916,-0.0959881116456916,0.0
