root_id,focal_segment_id,dose,perturbation,category,n_sites,median_abs_log_gradient_change,mean_abs_log_gradient_change,synapse_weighted_median_abs_log_gradient_change,median_signed_log_gradient_change,gradient_sign_flip_fraction
864691135060651419,5224,0.25,matched additive,descendant,62,5.508168557733711e-05,0.00010361770971522533,5.5564162438060085e-05,5.508168557733711e-05,0.0
864691135060651419,5224,0.25,matched additive,depth-matched unrelated,62,2.2204460492503128e-16,1.5220799531151338e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
864691135060651419,5224,0.25,matched additive,sister,4,6.898281576564239e-05,9.465090305852145e-05,4.733703800035953e-05,6.898281576564239e-05,0.0
864691135060651419,5224,0.25,matched additive,unrelated,62,0.0,1.0027820867582059e-16,0.0,0.0,0.0
864691135060651419,5224,0.25,focal shunt,descendant,62,0.002826136443250505,0.0027777224970835534,0.002825655180165772,-0.002826136443250505,0.0
864691135060651419,5224,0.25,focal shunt,depth-matched unrelated,62,0.0003620525197088567,0.00036205251970906633,0.0003620525197088567,-0.0003620525197088567,0.0
864691135060651419,5224,0.25,focal shunt,sister,4,0.0011679253475071448,0.001142321826058197,0.0011895166713391104,-0.0011679253475071448,0.0
864691135060651419,5224,0.25,focal shunt,unrelated,62,0.00036205251970918993,0.0003620525197092366,0.00036205251970918993,-0.00036205251970918993,0.0
864691135060651419,5224,0.5,matched additive,descendant,62,0.00011016033709695014,0.00020720711927970213,0.00011112523767150986,0.00011016033709695014,0.0
864691135060651419,5224,0.5,matched additive,depth-matched unrelated,62,2.2204460492503128e-16,1.5220799531151338e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
864691135060651419,5224,0.5,matched additive,sister,4,0.00013796040478790669,0.0001892875021670497,9.467183531139757e-05,0.00013796040478790669,0.0
864691135060651419,5224,0.5,matched additive,unrelated,62,0.0,1.0206889097360308e-16,0.0,0.0,0.0
864691135060651419,5224,0.5,focal shunt,descendant,62,0.005644274867807966,0.005547714919525351,0.005643314809622109,-0.005644274867807966,0.0
864691135060651419,5224,0.5,focal shunt,depth-matched unrelated,62,0.0007221578165861462,0.0007221578165863004,0.0007221578165861462,-0.0007221578165861462,0.0
864691135060651419,5224,0.5,focal shunt,sister,4,0.0023306238691259695,0.0022795542962463105,0.002373695199344803,-0.0023306238691259695,0.0
864691135060651419,5224,0.5,focal shunt,unrelated,62,0.0007221578165864796,0.0007221578165864581,0.0007221578165863685,-0.0007221578165864796,0.0
864691135060651419,5224,1.0,matched additive,descendant,62,0.00022030853930019668,0.00041430112548176767,0.0002222381278966724,0.00022030853930019668,0.0
864691135060651419,5224,1.0,matched additive,depth-matched unrelated,62,2.2204460492503128e-16,1.3788253692925331e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
864691135060651419,5224,1.0,matched additive,sister,4,0.00027589990600314243,0.00037851781004993434,0.00018933470871504947,0.00027589990600314243,0.0
864691135060651419,5224,1.0,matched additive,unrelated,62,0.0,8.953411488912552e-17,1.1102230246251565e-16,0.0,0.0
864691135060651419,5224,1.0,focal shunt,descendant,62,0.011256738486861012,0.011064681510910957,0.011254828166873386,-0.011256738486861012,0.0
864691135060651419,5224,1.0,focal shunt,depth-matched unrelated,62,0.001436589333957733,0.0014365893339579668,0.0014365893339569548,-0.001436589333957733,0.0
864691135060651419,5224,1.0,focal shunt,sister,4,0.004640483693369068,0.004538890023820113,0.004726184509932639,-0.004640483693369068,0.0
864691135060651419,5224,1.0,focal shunt,unrelated,62,0.0014365893339589003,0.0014365893339588235,0.0014365893339585113,-0.0014365893339589003,0.0
864691135060651419,5224,2.0,matched additive,descendant,62,0.0004405685497176966,0.0008281504971902953,0.0004444268769819492,0.0004405685497176966,0.0
864691135060651419,5224,2.0,matched additive,depth-matched unrelated,62,2.2204460492503128e-16,1.71905500587121e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
864691135060651419,5224,2.0,matched additive,sister,4,0.0005517162249087235,0.0007568070149025286,0.0003786335765837619,0.0005517162249087235,0.0
864691135060651419,5224,2.0,matched additive,unrelated,62,1.1102230246251565e-16,1.2713844314255826e-16,2.2204460492503128e-16,0.0,0.0
864691135060651419,5224,2.0,focal shunt,descendant,62,0.02238765727074087,0.022007725508735598,0.02238387522259103,-0.02238765727074087,0.0
864691135060651419,5224,2.0,focal shunt,depth-matched unrelated,62,0.0028427649049577466,0.002842764904958519,0.0028427649049574126,-0.0028427649049577466,0.0
864691135060651419,5224,2.0,focal shunt,sister,4,0.009199038693315505,0.008997998679415763,0.0093686998711173,-0.009199038693315505,0.0
864691135060651419,5224,2.0,focal shunt,unrelated,62,0.002842764904959695,0.002842764904959653,0.0028427649049589713,-0.002842764904959695,0.0
864691135060651419,5233,0.25,matched additive,descendant,51,0.00024662875745590376,0.0005340562730547898,0.00024662875745590376,0.00024662875745590376,0.0
864691135060651419,5233,0.25,matched additive,depth-matched unrelated,51,4.303048568700052e-05,2.8387328262295006e-05,4.303048568700052e-05,4.303048568700052e-05,0.0
864691135060651419,5233,0.25,matched additive,sister,3,0.0002353048314827453,0.00048568250467648824,0.0002353048314827453,0.0002353048314827453,0.0
864691135060651419,5233,0.25,matched additive,unrelated,74,1.1102230246251565e-16,5.363948603045995e-05,1.1102230246251565e-16,0.0,0.0
864691135060651419,5233,0.25,focal shunt,descendant,51,0.00915512727051495,0.008870295248811824,0.00915512727051495,-0.00915512727051495,0.0
864691135060651419,5233,0.25,focal shunt,depth-matched unrelated,51,0.0010395190879985351,0.0007520894739137702,0.0010395190879985351,-0.0010395190879985351,0.0
864691135060651419,5233,0.25,focal shunt,sister,3,0.004785181826964585,0.004537066514843549,0.004785181826964585,-0.004785181826964585,0.0
864691135060651419,5233,0.25,focal shunt,unrelated,74,0.0003168184598672215,0.0005432940111086299,0.00031681845986711044,-0.0003168184598672215,0.0
864691135060651419,5233,0.5,matched additive,descendant,51,0.000493196704165174,0.0010673147890528916,0.000493196704165174,0.000493196704165174,0.0
864691135060651419,5233,0.5,matched additive,depth-matched unrelated,51,8.605911983097508e-05,5.677287271176303e-05,8.605911983097508e-05,8.605911983097508e-05,0.0
864691135060651419,5233,0.5,matched additive,sister,3,0.0004705543076271167,0.0009709862488331229,0.0004705543076271167,0.0004705543076271167,0.0
864691135060651419,5233,0.5,matched additive,unrelated,74,1.1102230246251565e-16,0.00010724765473220717,1.1102230246251565e-16,0.0,0.0
864691135060651419,5233,0.5,focal shunt,descendant,51,0.018227163567603746,0.017663308425653054,0.018227163567603746,-0.018227163567603746,0.0
864691135060651419,5233,0.5,focal shunt,depth-matched unrelated,51,0.0020608834515533497,0.001491010823175808,0.0020608834515533497,-0.0020608834515533497,0.0
864691135060651419,5233,0.5,focal shunt,sister,3,0.009506177289865744,0.009014702280568646,0.009506177289865744,-0.009506177289865744,0.0
864691135060651419,5233,0.5,focal shunt,unrelated,74,0.0006278615123954759,0.00107732687615758,0.0006278615123952538,-0.0006278615123954759,0.0
864691135060651419,5233,1.0,matched additive,descendant,51,0.0009861502852439277,0.002131451470940179,0.0009861502852439277,0.0009861502852439277,0.0
864691135060651419,5233,1.0,matched additive,depth-matched unrelated,51,0.0001721108341267093,0.00011353861143313518,0.0001721108341267093,0.0001721108341267093,0.0
864691135060651419,5233,1.0,matched additive,sister,3,0.0009408872980350521,0.001940460335630378,0.0009408872980350521,0.0009408872980350521,0.0
864691135060651419,5233,1.0,matched additive,unrelated,74,1.1102230246251565e-16,0.00021437023831210944,2.2204460492503128e-16,0.0,0.0
864691135060651419,5233,1.0,focal shunt,descendant,51,0.03612790449568329,0.03502273191307561,0.03612790449568329,-0.03612790449568329,0.0
864691135060651419,5233,1.0,focal shunt,depth-matched unrelated,51,0.004051019959325304,0.0029307114789080225,0.004051019959325304,-0.004051019959325304,0.0
864691135060651419,5233,1.0,focal shunt,sister,3,0.01876091087100291,0.017796446455148694,0.01876091087100291,-0.01876091087100291,0.0
864691135060651419,5233,1.0,focal shunt,unrelated,74,0.0012332418361584625,0.0021185467458741487,0.001233241836158129,-0.0012332418361584625,0.0
