seed,family,family_index,structure,rule,optimizer,rate,step,test_nmse,clean_test_nmse,population_nmse,true_cut_bound,status,gradient_clipped_steps,parameter_projected_steps,max_abs_parameter,parameter_norm,parameters,edges,seconds
930915,matching,0,estimated_dp,exact,adam,0.01,0,0.9408102402408054,0.9161317437860198,0.9211537951889288,0.0,completed,0,0,0.9954863716261274,1.7484109978990048,28,14,0.004080098005943
930915,matching,0,estimated_dp,broadcast,adam,0.003,0,0.9408102402408054,0.9161317437860198,0.9211537951889288,0.0,completed,0,0,0.9954863716261274,1.7484109978990048,28,14,0.004103637998923659
930915,matching,0,development_fixed,exact,adam,0.01,0,1.028605205506058,1.002841973986628,1.0066056637006078,0.5194432485156504,completed,0,0,0.9954863716261274,1.7484109978990048,28,14,0.004120238940231502
930915,matching,0,development_fixed,broadcast,adam,0.003,0,1.028605205506058,1.002841973986628,1.0066056637006078,0.5194432485156504,completed,0,0,0.9954863716261274,1.7484109978990048,28,14,0.004134346032515168
930915,matching,0,oracle_dp,exact,adam,0.01,0,1.0067147487795918,0.9807966803212423,0.9906917171721967,0.0,completed,0,0,0.9954863716261274,1.7484109978990048,28,14,0.004147546016611159
930915,matching,0,oracle_dp,broadcast,adam,0.003,0,1.0067147487795918,0.9807966803212423,0.9906917171721967,0.0,completed,0,0,0.9954863716261274,1.7484109978990048,28,14,0.004160756943747401
930915,matching,0,estimated_dp,exact,adam,0.01,1,0.9299405624101404,0.9052654654198047,0.9103680864735882,0.0,completed,0,0,0.9854863985608635,1.7353179886287058,28,14,0.007801469997502863
930915,matching,0,estimated_dp,broadcast,adam,0.003,1,0.937609939825242,0.9129348624233319,0.917977459489925,0.0,completed,0,0,0.9924863717923549,1.7466738077632993,28,14,0.00782517297193408
930915,matching,0,development_fixed,exact,adam,0.01,1,1.0248198771126986,0.999112789745818,1.0034356847542467,0.5194432485156504,completed,0,0,0.9854863878230393,1.7434196710732193,28,14,0.00784148694947362
930915,matching,0,development_fixed,broadcast,adam,0.003,1,1.027581415994716,1.0018300821855322,1.0057132551593708,0.5194432485156504,completed,0,0,0.9924863717885701,1.7487075420970744,28,14,0.00785601302050054
930915,matching,0,oracle_dp,exact,adam,0.01,1,1.001166885971843,0.9751863443877855,0.9851695498196714,0.0,completed,0,0,0.985486389188809,1.7491740021998157,28,14,0.007869277033023536
930915,matching,0,oracle_dp,broadcast,adam,0.003,1,1.0052996209339091,0.9793654268810401,0.9892937266502024,0.0,completed,0,0,0.9924863717960332,1.7461447190930484,28,14,0.007881672936491668
930915,matching,0,estimated_dp,exact,adam,0.01,16,0.7754438815571075,0.7510973564526607,0.752324558139878,0.0,completed,0,0,0.9982649801035917,1.844411139878061,28,14,0.02037346293218434
930915,matching,0,estimated_dp,broadcast,adam,0.003,16,0.8940297902330524,0.8694309787671832,0.8736794346227651,0.0,completed,0,0,0.9532246727244937,1.7171774241065898,28,14,0.020398237043991685
930915,matching,0,development_fixed,exact,adam,0.01,16,0.9936691621847629,0.9683767379328772,0.9737212187345391,0.5194432485156504,completed,0,0,1.0008444554209313,1.7825041192390079,28,14,0.02041474194265902
930915,matching,0,development_fixed,broadcast,adam,0.003,16,1.0196726552120292,0.9940787206567752,0.9986528111951838,0.5194432485156504,completed,0,0,0.9534666942194697,1.7144070348519873,28,14,0.020429122960194945
930915,matching,0,oracle_dp,exact,adam,0.01,16,0.912797589780474,0.88605981764334,0.8951736968269677,0.0,completed,0,0,0.9970544974738251,1.8214228831654418,28,14,0.020443022018298507
930915,matching,0,oracle_dp,broadcast,adam,0.003,16,0.9873461254509781,0.9612951220675987,0.9712254131075257,0.0,completed,0,0,0.9532657289993599,1.714607735225346,28,14,0.020455927937291563
930915,matching,0,estimated_dp,exact,adam,0.01,64,0.14594480469550308,0.11962300631729583,0.11771822584594385,0.0,completed,0,0,1.3307277689286359,2.794980643007406,28,14,0.05399490403942764
