seed,family,family_index,structure,rule,optimizer,rate,step,test_nmse,clean_test_nmse,population_nmse,true_cut_bound,status,gradient_clipped_steps,parameter_projected_steps,max_abs_parameter,parameter_norm,parameters,edges,seconds
930917,matching,0,estimated_dp,exact,adam,0.01,0,1.687416492489041,1.662740110519677,1.6391438467100579,0.0,completed,0,0,1.197606563972327,2.697707817229733,28,14,0.0028360539581626654
930917,matching,0,estimated_dp,broadcast,adam,0.003,0,1.687416492489041,1.662740110519677,1.6391438467100579,0.0,completed,0,0,1.197606563972327,2.697707817229733,28,14,0.0028545500244945288
930917,matching,0,development_fixed,exact,adam,0.01,0,1.5704458305513718,1.5402736906128032,1.4961241362974724,0.263277092908302,completed,0,0,1.197606563972327,2.697707817229733,28,14,0.002868451992981136
930917,matching,0,development_fixed,broadcast,adam,0.003,0,1.5704458305513718,1.5402736906128032,1.4961241362974724,0.263277092908302,completed,0,0,1.197606563972327,2.697707817229733,28,14,0.002881214953958988
930917,matching,0,oracle_dp,exact,adam,0.01,0,1.3798576403385492,1.3526229510213161,1.3064272842003524,0.0,completed,0,0,1.197606563972327,2.697707817229733,28,14,0.002892912016250193
930917,matching,0,oracle_dp,broadcast,adam,0.003,0,1.3798576403385492,1.3526229510213161,1.3064272842003524,0.0,completed,0,0,1.197606563972327,2.697707817229733,28,14,0.0029039200162515044
930917,matching,0,estimated_dp,exact,adam,0.01,1,1.583793487913161,1.5589354466496688,1.5373560984797991,0.0,completed,0,0,1.1876065641844362,2.6616689157727236,28,14,0.0055646649561822414
930917,matching,0,estimated_dp,broadcast,adam,0.003,1,1.6783512563322232,1.6536854467172308,1.6306696957243831,0.0,completed,0,0,1.1946065641966752,2.695285756475475,28,14,0.005581434001214802
930917,matching,0,development_fixed,exact,adam,0.01,1,1.480318599539144,1.450263641434067,1.4122194771264953,0.263277092908302,completed,0,0,1.187606564207914,2.6695287176404436,28,14,0.0055938949808478355
930917,matching,0,development_fixed,broadcast,adam,0.003,1,1.5672603921315482,1.5371467429201937,1.493251646641015,0.263277092908302,completed,0,0,1.1946065640884,2.6974173099105205,28,14,0.005605184007436037
930917,matching,0,oracle_dp,exact,adam,0.01,1,1.2900855225379448,1.2629682311166774,1.2219350564306042,0.0,completed,0,0,1.1876065644945466,2.670747481865026,28,14,0.00561558292247355
930917,matching,0,oracle_dp,broadcast,adam,0.003,1,1.3766725112247005,1.349419429539237,1.3029900634159093,0.0,completed,0,0,1.2006065578650846,2.698356117157223,28,14,0.005625878926366568
930917,matching,0,estimated_dp,exact,adam,0.01,16,1.0526078020946752,1.0264519914387256,1.010385039330774,0.0,completed,0,0,1.0578848262758922,2.347223600684801,28,14,0.015909853973425925
930917,matching,0,estimated_dp,broadcast,adam,0.003,16,1.562907388698565,1.5383951902572357,1.5197750949951816,0.0,completed,0,0,1.1594587106952232,2.680351108079444,28,14,0.01592801499646157
930917,matching,0,development_fixed,exact,adam,0.01,16,1.1074978327767104,1.0786008164466914,1.0609315631788356,0.263277092908302,completed,0,0,1.0825033266352915,2.308229748358746,28,14,0.01594111800659448
930917,matching,0,development_fixed,broadcast,adam,0.003,16,1.4967491225222562,1.466685750949487,1.4285404516625997,0.263277092908302,completed,0,0,1.159124539915716,2.6873803841414934,28,14,0.01595274591818452
930917,matching,0,oracle_dp,exact,adam,0.01,16,0.7866799879543447,0.7593169822300134,0.7449978618262345,0.0,completed,0,0,1.0699120588579105,2.37791183922719,28,14,0.015963685931637883
930917,matching,0,oracle_dp,broadcast,adam,0.003,16,1.3144878234573656,1.2873387795868965,1.2409677944411865,0.0,completed,0,0,1.2074784367520004,2.696163858425574,28,14,0.01597442291676998
930917,matching,0,estimated_dp,exact,adam,0.01,64,0.7765822648133514,0.7511909887292862,0.7408460666348129,0.0,completed,0,0,1.0680672950776982,2.227382212279576,28,14,0.04446509794797748
930917,matching,0,estimated_dp,broadcast,adam,0.003,64,1.2272185428171194,1.20264317307036,1.193895152872137,0.0,completed,0,0,1.1437830940900158,2.6553302562785466,28,14,0.04448280797805637
930917,matching,0,development_fixed,exact,adam,0.01,64,1.055134127043666,1.0269942054694248,1.0039105451180483,0.263277092908302,completed,0,0,1.0050694260785482,2.0303511671789733,28,14,0.044496278977021575
930917,matching,0,development_fixed,broadcast,adam,0.003,64,1.3140343348267836,1.2846803278244576,1.2576993555112992,0.263277092908302,completed,0,0,1.0855895470930685,2.6717150093142017,28,14,0.04450800293125212
930917,matching,0,oracle_dp,exact,adam,0.01,64,0.16602035824312408,0.14038075810540193,0.13686686040973425,0.0,completed,0,0,1.1201044427653175,2.486261654064642,28,14,0.044519521994516253
930917,matching,0,oracle_dp,broadcast,adam,0.003,64,1.0948758994804084,1.0674010322167462,1.028482183005584,0.0,completed,0,0,1.1790405260698924,2.6873290283796374,28,14,0.04453055502381176
