source_root_id,cell_type,functional_area,has_coregistration,has_digital_twin,nucleus_id,soma_position,previous_compartment_synapses,soma_distance_um_q90,selection_order,v661_root_id,excluded_original_pilot,replication_eligible,selection_basis,original_pilot_current_root_id,original_pilot_source_root_id,pilot_order,replication_root_id,fetch_status,n_skeleton_nodes,n_synapses,n_direct_typed_synapses,n_direct_e_synapses,n_direct_i_synapses,direct_type_coverage,swc_url,meshwork_url,swc_bytes,meshwork_bytes,swc_sha256,meshwork_sha256,mapping_pass_fraction,n_e_segments,n_i_segments,capture_dense_oracle,capture_morphology_paths,capture_random_paths,capture_depth_bins,capture_shuffled_ancestry,morphology_wiring_density,morphology_capture_fraction_of_dense,n_eligible_focal_sites,n_selected_focal_sites,cohort_disposition,routing_included,focal_shunt_additive_included,focal_depth_shuffle_included,focal_exclusion_reason
864691135741458324,L2IT,V1,True,True,255117,"170336,109808,21034",37,65.5987484711898,10,864691135938349828,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135938349828,fetched,6129.0,6780.0,315.0,48.0,267.0,0.0464601769911504,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135938349828_255117.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135938349828_255117.h5,255456.0,5977995.0,93ccd76699dd0289059958f997da047c7d99d05bc93026040a6449ca0653f18a,2c002d5769845fb654634d954b4381eecfedf1cf45cdd0c682b554384af14dde,0.976401179941003,29.0,65.0,0.7660271377035828,0.6263969763295061,0.24307586973731313,0.43085542099832574,0.29156270743349444,0.05172413793103448,0.8177216517515765,2.0,2.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691136619341965,L2IT,V1,True,True,255146,"166048,109568,21657",39,51.202139058894886,11,864691136619341965,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136619341965,fetched,2847.0,4699.0,158.0,21.0,137.0,0.0336241753564588,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136619341965_255146.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136619341965_255146.h5,117389.0,4868680.0,e63f095663627213dc23f0597f8bc84635e05548e7004e6a96f53071efbddd90,f64727a8e608ccce915b2cd8443f882aa034cda07dc868b667691411261f6680,0.9825494786124708,16.0,56.0,0.9284296347386493,0.8783798502463711,0.20858705929672555,0.8207724819146496,0.4672913644301908,0.078125,0.9460920002770409,0.0,0.0,included: public-v661 disjoint replication,True,False,False,no site met descendant and matched-unrelated eligibility criteria
864691135325071004,L2IT,V1,True,True,255156,"171408,104688,21097",33,54.3456171476199,12,864691136066733720,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136066733720,fetched,6397.0,4472.0,145.0,29.0,116.0,0.0324239713774597,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136066733720_255156.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136066733720_255156.h5,267017.0,4947252.0,c64edf50aceac4c9d4002e17cca24aaf3928f27256de8a0523e4b217ea2f3d41,77df35f386ea359aec7775d6108e1efbb442633a6bfa99670371529a6c1b4dd1,0.9879248658318426,23.0,50.0,0.8348403946614058,0.770352377010852,0.2707585524577298,0.4206034753378948,0.33615075512001213,0.059782608695652176,0.9227540760330496,2.0,2.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135861202536,L2IT,V1,True,True,255199,"166416,106448,22089",38,43.187982543931,13,864691135919106224,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135919106224,fetched,2970.0,4048.0,134.0,23.0,111.0,0.0331027667984189,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135919106224_255199.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135919106224_255199.h5,122605.0,3447775.0,7b117821022567b0560afe5e445696381703848f49054c7be7d11c8e1b819a5b,371065cca2611adaee3cb598c09c4130cdcd5eb1537f0d6c57ca9db77506e709,0.987401185770751,14.0,49.0,0.9919354459300674,0.955940453144293,0.3206469792355422,0.6789381751295017,0.5911652188721567,0.125,0.963712363608476,2.0,2.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135375745736,L2IT,V1,True,True,255213,"172640,102976,22379",35,66.43961446182696,14,864691135455195242,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135455195242,fetched,5361.0,4117.0,137.0,22.0,115.0,0.0332766577605052,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135455195242_255213.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135455195242_255213.h5,222906.0,4547772.0,63378eb0957f4c1abac6a62a271df7ed9a3894a6b21188b89380fc1021c9a4d4,a4bff73b39f6e4edbae3a1f6d7d87da1a9c20ec006c5dd4361af4f422dc205f8,0.9878552343939762,21.0,53.0,0.9814323171346242,0.9211070790546575,0.3720526848377373,0.627799483925674,0.42854425645010225,0.10119047619047619,0.9385334709008856,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691136238610447,L2IT,V1,True,True,255252,"170016,106592,23131",45,66.47098428614122,15,864691135687601120,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135687601120,fetched,3460.0,5808.0,212.0,50.0,162.0,0.0365013774104683,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135687601120_255252.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135687601120_255252.h5,143109.0,4695018.0,69755a56f42d8827a0f2b10a6085f615c420e9fb525175872dba663a99f6c0f2,cacf79e8e289da114ec8eb37f6456ac7b62bd523c27e4b6799d9e3355814c333,0.9789944903581268,36.0,70.0,0.7131567565016221,0.580795339572966,0.2365392166741362,0.2790522764206341,0.22623625933400987,0.05555555555555555,0.814400668966592,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691137197373249,L2IT,V1,True,True,255360,"169472,102864,24412",33,42.26300860584849,16,864691137197373249,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691137197373249,fetched,2837.0,3317.0,118.0,32.0,86.0,0.0355743141392824,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691137197373249_255360.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691137197373249_255360.h5,117913.0,3055753.0,7d4457bf0ed5b506ebd0de42567e6d0c6636baf37394f0ed2b13e3167788e102,7d1a431aefabe55a7efa6cd237e6387e216e73acabcd8e9b3b6280c906a4ffd7,0.9834187518842328,20.0,43.0,0.9828961337789359,0.9361319272626687,0.43079585542600674,0.8194983559196356,0.5541637580673631,0.15625,0.9524220261845235,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135938775556,L2IT,V1,True,False,256280,"165808,118256,20198",42,64.76092620123345,17,864691135495249040,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135495249040,fetched,3370.0,5680.0,222.0,58.0,164.0,0.0390845070422535,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135495249040_256280.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135495249040_256280.h5,139276.0,4976831.0,e64bf3918f00ac9bd8b211182e299135f6c61384b0507bf7770e6d0d6cb4b816,88d5429d5fbefdacbaaf3d7c51e7d43aa94f5781c49d8c0ca6ab9b5797312614,0.9880281690140844,37.0,63.0,0.7830453311901574,0.6888705844787837,0.2370039620037025,0.29837699417661073,0.23999045282626064,0.05067567567567568,0.8797327013389675,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135499767059,L2IT,V1,True,True,256313,"173296,115296,19985",35,67.30060255099477,18,864691135468547212,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135468547212,fetched,2980.0,5290.0,180.0,49.0,131.0,0.0340264650283553,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135468547212_256313.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135468547212_256313.h5,122888.0,4207654.0,edb0208f26aa947a773d653434d29efbf54ed659842aada0a8ee7b4ec11a2492,5ec70b84682a8d50e7fbc8b5ffef6c5a6645b132cb12196293b10285c3bb2f4c,0.9839319470699432,33.0,64.0,0.7609474018345385,0.6096958939997451,0.2191206283894004,0.3576599805392749,0.24705548643990327,0.045454545454545456,0.801232637801053,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135516884435,L2IT,V1,True,True,256386,"164112,118400,20682",37,50.54773126106865,19,864691135516884435,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135516884435,fetched,3076.0,3789.0,132.0,35.0,97.0,0.0348376880443388,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135516884435_256386.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135516884435_256386.h5,126929.0,3520752.0,9abc3c488ee2d8a98c96036c1f37754f6c93890b0c1a227ae03a854415593499,459bbbb66543e4641ffcdd1471cf5f4d2d1189427ddda7ec01696dbc548a43d5,0.9912905779889152,24.0,47.0,0.9684782760463552,0.9530865532300098,0.3194727918628592,0.33055617883281235,0.36861781388631804,0.09375,0.9841073122680878,1.0,1.0,included: public-v661 disjoint replication,True,True,False,eligible for shunt-additive contrast; insufficient second site for within-cell depth shuffle
864691136138779517,L2IT,V1,True,True,256456,"176112,114336,20769",46,98.02416287094935,20,864691135468597132,True,False,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,864691135810666525,864691136138779517,6.0,not_in_replication,,,,,,,,,,,,,,,,,,,,,,,,,,excluded: member of original eight-cell pilot,False,False,False,original pilot excluded from replication
864691135492613471,L2IT,V1,False,False,256459,"176992,118496,20713",1407,112.2545561634754,21,864691136137737085,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136137737085,fetched,5099.0,2390.0,82.0,34.0,48.0,0.0343096234309623,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136137737085_256459.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136137737085_256459.h5,212060.0,3407143.0,07cd60b6eb7f31d6936e0da608ec2fcb09aa907a811f095db1ef4dbf76f617cc,10b60576fbec3e82aae2c9e579534eaa7d149a30fbba738485bdbdba26dd3dea,0.9803347280334728,21.0,25.0,0.9612571214308163,0.9450100443810683,0.42122160068057435,0.5094099991974672,0.3889331201833717,0.08928571428571429,0.983098094476986,1.0,1.0,included: public-v661 disjoint replication,True,True,False,eligible for shunt-additive contrast; insufficient second site for within-cell depth shuffle
864691136336208307,L2IT,V1,False,False,256498,"166496,113472,21293",37,45.41679219276726,22,864691135952698659,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135952698659,fetched,2676.0,4130.0,138.0,27.0,111.0,0.0334140435835351,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135952698659_256498.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135952698659_256498.h5,110122.0,3640573.0,9f7f9843ba58ba43f0e313f708dbfff92ca303c58d9d61888125fb5364c98c45,2d9fd8d30283873d5f4cbf2cdd6f3df62b2f38cdf1f9bf28c85856d9860f4ab7,0.9898305084745764,17.0,47.0,0.9627099599323452,0.9276659192435076,0.4682982326757095,0.6865943584259553,0.5743130933245286,0.125,0.9635985476962341,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691136390766608,L2IT,V1,True,False,256503,"167168,116000,21496",36,53.42014488442396,23,864691136024229689,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136024229689,fetched,2645.0,6680.0,267.0,59.0,208.0,0.0399700598802395,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136024229689_256503.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136024229689_256503.h5,108976.0,5087518.0,571242d4a3fcd630a4060249471575e6573d524fd24bb5838c9d6034c7415a7e,8dcf9bebeda2e026e7258d9edb0ff96f30ee21d29e56be8d44d27097b6b92e6c,0.9883233532934133,28.0,53.0,0.6979824716786625,0.497303516794946,0.2723785522137379,0.39732814215309925,0.3010445924330073,0.0625,0.7124871138940218,4.0,4.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135573191405,L2IT,V1,True,True,256512,"169472,115888,21788",32,56.82436885593861,24,864691136663284190,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136663284190,fetched,4381.0,3920.0,155.0,26.0,129.0,0.0395408163265306,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136663284190_256512.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136663284190_256512.h5,181760.0,3989540.0,6bcb37779d90fdbdcf39ff10665ab7baa6c5a593316dbb44badcbfdc272f04a9,faff26357842bd46213461ffcaab0c6f47269eb8008ae495666cc8364cb95a8e,0.9801020408163266,20.0,53.0,0.9353257330081094,0.9077995551905179,0.2928613034747783,0.6902351727991759,0.415069665634057,0.06875,0.9705704902087273,1.0,1.0,included: public-v661 disjoint replication,True,True,False,eligible for shunt-additive contrast; insufficient second site for within-cell depth shuffle
864691135398805281,L2IT,V1,True,True,256521,"172000,122128,21628",31,89.3727815389003,25,864691135572379429,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135572379429,fetched,5483.0,5066.0,206.0,73.0,133.0,0.0406632451638373,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135572379429_256521.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135572379429_256521.h5,228040.0,5397140.0,de0c9f41d6abcdd23c2ace44db59ff711d579565f29e394d13fd709ccfb2c291,937d4ddd426a6ada734e1daaaff74fd1c19bcdcecc7d7eb671e0d9ffba12fe05,0.9814449269640744,42.0,53.0,0.84128097608492,0.7394977668334328,0.2601484093123533,0.32401389106794537,0.2400568016117255,0.050595238095238096,0.8790140129815404,4.0,4.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135732318393,L2IT,V1,False,False,256530,"172624,111984,21833",39,54.87100029749937,26,864691135404277230,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135404277230,fetched,4701.0,5897.0,223.0,47.0,176.0,0.0378158385619806,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135404277230_256530.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135404277230_256530.h5,195185.0,4825944.0,90e9975d844c88db01809f9dd2b0dc0b7c337115fb90eae1dbc44a2ba90a703c,7814bb2c7eddeb68f9bd858e19c0d4d062467768891842a81e3134943c09689c,0.9835509581142954,30.0,62.0,0.8822003041898732,0.8183432952817007,0.26728693798522307,0.45535181766735133,0.374158986414448,0.1625,0.9276162016665677,5.0,5.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
