source_root_id,cell_type,functional_area,has_coregistration,has_digital_twin,nucleus_id,soma_position,previous_compartment_synapses,soma_distance_um_q90,selection_order,v661_root_id,excluded_original_pilot,replication_eligible,selection_basis,original_pilot_current_root_id,original_pilot_source_root_id,pilot_order,replication_root_id,fetch_status,n_skeleton_nodes,n_synapses,n_direct_typed_synapses,n_direct_e_synapses,n_direct_i_synapses,direct_type_coverage,swc_url,meshwork_url,swc_bytes,meshwork_bytes,swc_sha256,meshwork_sha256,mapping_pass_fraction,n_e_segments,n_i_segments,capture_dense_oracle,capture_morphology_paths,capture_random_paths,capture_depth_bins,capture_shuffled_ancestry,morphology_wiring_density,morphology_capture_fraction_of_dense,n_eligible_focal_sites,n_selected_focal_sites,cohort_disposition,routing_included,focal_shunt_additive_included,focal_depth_shuffle_included,focal_exclusion_reason
864691136421187991,L2IT,V1,True,False,221009,"155984,110416,20035",34,92.18114340673128,0,864691135740320660,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135740320660,fetched,2954.0,5127.0,134.0,29.0,105.0,0.0261361419933684,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135740320660_221009.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135740320660_221009.h5,121787.0,4069973.0,8ca9f718b7f7c38055c7f6c5c773bdd3b635f9dce2d527c66ec4381e0a333401,a51feb8ee504fdf3eea82dc0d3e35422cfd590e9812d19c581adb140593820c7,0.9859566998244588,25.0,54.0,0.9332923049879973,0.8152595868086255,0.21364687367366236,0.5125132123915661,0.3136314503695347,0.045,0.873530813927701,2.0,2.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135992368833,L2IT,V1,True,True,221045,"155040,110848,20853",35,81.88830752559882,1,864691135992368833,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135992368833,fetched,2388.0,3974.0,118.0,23.0,95.0,0.0296930045294413,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135992368833_221045.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135992368833_221045.h5,98047.0,3102120.0,b9af0b6ef7ab10ca90335c762807fe0c66c9cad5205dae6138e6db8112582f26,0da2765f62a1fa0beb5f17434138c11920e131eac222fc320d7a6f607e36f58e,0.9864116758933064,19.0,45.0,0.9886708991525603,0.9804957703804063,0.40135043775808976,0.6614782295947775,0.450560541854138,0.07236842105263158,0.9917311930803654,1.0,1.0,included: public-v661 disjoint replication,True,True,False,eligible for shunt-additive contrast; insufficient second site for within-cell depth shuffle
864691135938777092,L2IT,V1,True,True,221058,"161008,110768,20814",37,72.99496059458785,2,864691135082534135,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135082534135,fetched,3166.0,6234.0,180.0,27.0,153.0,0.0288739172281039,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135082534135_221058.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135082534135_221058.h5,130749.0,5145720.0,018262ef237e38170b704033268d4a579c0b0d6e68492c6adb2e61f31597f059,0ba963990aaf2ae9662cc5afcecc914738c53995eced040f6ece78902a3fc6a2,0.985563041385948,19.0,64.0,0.9584464523859502,0.9332580742397122,0.20454327858419527,0.6292507690794114,0.3858868549701394,0.06578947368421052,0.9737195770472787,1.0,1.0,included: public-v661 disjoint replication,True,True,False,eligible for shunt-additive contrast; insufficient second site for within-cell depth shuffle
864691136138892669,L2IT,V1,True,True,221105,"159984,108272,21825",45,58.918841741901865,3,864691135416557754,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135416557754,fetched,3310.0,4435.0,151.0,21.0,130.0,0.0340473506200676,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135416557754_221105.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135416557754_221105.h5,136753.0,3516981.0,15074641ca1209c0f79065b235fd05dd2b7d0763dda173ac1f67c9b868d9c5c1,4c861d17e6de97a510e1eeef6678dca7395766170c526f8c8c4409c32bb8f477,0.9801578354002256,16.0,63.0,0.9887270570120006,0.9110603275526961,0.4449523789736246,0.8465848032647043,0.5843816986694744,0.125,0.9214477555676299,3.0,3.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691136312164186,L2IT,V1,True,True,221169,"161216,108496,22169",42,73.10649366196289,4,864691136419314071,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136419314071,fetched,2669.0,4603.0,133.0,27.0,106.0,0.0288941994351509,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136419314071_221169.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136419314071_221169.h5,109833.0,3793126.0,cf0e224b291cfafe3aa6b8eb1e0b502e2e69addfc5a894177094869575e6f668,eee14a5a174ca1341037d8b69a29c90776b37ff48312abea56bee6bca9552a10,0.9902237671084076,20.0,49.0,0.9165096291551217,0.8077249836126524,0.3072665158074483,0.4297745460959481,0.41340981037864966,0.18125,0.8813055072397312,0.0,0.0,included: public-v661 disjoint replication,True,False,False,no site met descendant and matched-unrelated eligibility criteria
864691135480607430,L2IT,V1,True,False,222743,"162880,114720,20577",63,55.95413156786412,5,864691136389026167,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136389026167,fetched,2766.0,4985.0,212.0,35.0,177.0,0.0425275827482447,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136389026167_222743.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136389026167_222743.h5,113906.0,3954332.0,c57cd4e336a08753df87e9a3120b5fa7bd393fada6930629ebe2f12f3bbfc23b,c1f151becdde7c48644ac6c0ea800a4e6520981a0e551616eae23c7371eeba9b,0.9869608826479438,23.0,65.0,0.8797458708674404,0.7832198017854266,0.2595493725896473,0.5415936804778403,0.36871319549313814,0.07065217391304347,0.8902795997361853,4.0,4.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135137299993,L2IT,V1,True,True,222814,"161264,111680,21389",42,63.296622566818655,6,864691136486753554,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691136486753554,fetched,3402.0,4658.0,150.0,41.0,109.0,0.0322026620867325,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691136486753554_222814.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691136486753554_222814.h5,140612.0,4224463.0,98ed0d12c471e6cfe4faec182751f500e8e628b41abec41d660b5601e84b8def,daa766f2418f025c3fb6e9fec9330ac6991ccba9ddf1db9040fac09b54cf3fbc,0.9858308286818376,30.0,54.0,0.888082162497794,0.8352258993180799,0.24482854169054255,0.493435126096446,0.2822300202629443,0.05,0.940482687963181,5.0,5.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135387916629,L2IT,V1,False,True,222828,"162784,112288,21254",41,50.85816512616243,7,864691135716174106,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135716174106,fetched,2636.0,5012.0,176.0,46.0,130.0,0.0351157222665602,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135716174106_222828.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135716174106_222828.h5,108457.0,4486585.0,7842cd86fdd3f558e394318179825b3301120f1bf1e83945096b356f9cdee778,ccee23f806984fcc0502623c0f871eacffd6b30bf0222a49fc9a362f0f336d05,0.9838387869114126,30.0,62.0,0.7967957886234528,0.7081447725206355,0.2698883749713396,0.4512510011087004,0.31469869096588204,0.058333333333333334,0.8887406066038939,5.0,5.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691136211425724,L2IT,V1,True,True,222898,"156544,122384,22149",41,56.03147801013284,8,864691135502788957,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135502788957,fetched,3561.0,5213.0,189.0,52.0,137.0,0.0362555150585075,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135502788957_222898.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135502788957_222898.h5,147310.0,4967806.0,f0e9a212e853c61cf39574cb1ee2c26428c467bd9c085de26914dcf925ed541c,eb61b9cbdec41b847734c313ca047a529464ca8401c1c997bbf26e4b79306964,0.9823518127757528,38.0,61.0,0.8158233094920473,0.7651584095919761,0.1691619374898288,0.2506832840083365,0.20271985132601214,0.029605263157894735,0.9378972146167085,2.0,2.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
864691135640138299,L2IT,V1,True,True,222924,"162880,126528,22565",37,68.9001021369025,9,864691135867632406,False,True,all V1 L2-L5 IT/ET cells in frozen 55-cell list; exclude original eight by nucleus ID,not_applicable,not_applicable,,864691135867632406,fetched,3024.0,4456.0,231.0,64.0,167.0,0.0518402154398563,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/skeletons/864691135867632406_222924.swc,https://bossdb-open-data.s3.amazonaws.com/iarpa_microns/minnie/minnie65/skeletons/v661/meshworks/864691135867632406_222924.h5,124777.0,3957964.0,472f1f53bf45e4c3ed4baa502c5706ae97feda7f3a36422c5e0e8773a82ddbed,b97f4de153514ae15f8af00a061435954195f68b6f5a00ce9eac9b5b3a560748,0.983168761220826,39.0,62.0,0.7563040625941694,0.5843559337341147,0.2679985210931861,0.2744162335186708,0.24883056248530216,0.08974358974358974,0.7726468263699893,10.0,10.0,included: public-v661 disjoint replication,True,True,True,included in both focal contrasts
