root_id,n_segments,n_e_segments,n_i_segments,mapping_pass_fraction,credit_kernel_participation_rank,max_topological_depth,wiring_nonzeros,morphology_wiring_density,capture_dense_oracle,capture_depth_bins,capture_morphology_paths,capture_random_paths,capture_shuffled_ancestry,residual_dense_oracle,residual_depth_bins,residual_morphology_paths,residual_random_paths,residual_shuffled_ancestry,morphology_capture_fraction_of_dense,morphology_minus_random_capture,morphology_minus_depth_capture,morphology_minus_shuffled_capture,focal_shunt_localization,matched_additive_localization,shunt_minus_additive,n_focal_sites,shunt_depth_shuffled_localization,shunt_topology_minus_depth_shuffle,nucleus_id,source_root_id,cell_type
864691135762339894,58,28,45,0.974937343358396,10.093954692793806,7,16.0,0.07142857142857142,0.778665053521395,0.37238297460008096,0.7027315374419996,0.32509858455131524,0.2907341457764504,0.47043915902345024,0.7922023185024922,0.5451929252356547,0.8214513114798139,0.8421230601407854,0.9024824399965073,0.3776329528906843,0.3303485628419186,0.41199739166554916,0.21823652391567233,0.024228734092514158,0.19400778982315814,5.0,-0.011062475000391814,0.2292989989160641,260666,864691135447718228,L3IT
864691135856802606,55,27,42,0.9706507868991918,9.578527831459322,8,21.0,0.09722222222222222,0.8158975768286428,0.35807703576856087,0.7687956110685822,0.3265619832061929,0.33968480772300264,0.42902660290539074,0.8011803610449997,0.48078296829821865,0.8205864485067422,0.8125728214265979,0.9422697565261269,0.4422336278623893,0.4107185753000213,0.42911080334557955,0.1211410789035617,0.004085087588917384,0.11705599131464432,6.0,0.06138943371824754,0.05975164518531415,263003,864691135106556749,L4IT
864691135856845358,81,35,61,0.9748427672955976,13.14808309899598,9,12.0,0.04285714285714286,0.7024000006108626,0.2994409402649278,0.6027752307396155,0.23798621786761592,0.23794165674571902,0.5454923876515146,0.8369796495041578,0.6302104680425554,0.8729098484893154,0.8729257375551635,0.8581651910811424,0.36478901287199955,0.3033342904746877,0.3648335739938965,0.14867881194760965,0.007502859145398328,0.14117595280221132,7.0,0.06291582541872995,0.08576298652887972,294583,864691135743102827,L2IT
864691135867632406,108,39,62,0.983168761220826,8.803168188818088,12,28.0,0.08974358974358974,0.7563040625941694,0.2744162335186708,0.5843559337341147,0.2679985210931861,0.24883056248530216,0.493606664312526,0.8518042421551464,0.644629988736325,0.8555178041328005,0.8666906390524911,0.7726468263699893,0.31635741264092854,0.30993970021544387,0.3355253712488125,0.16118361546258558,0.01554726198321565,0.14563635347936996,10.0,0.017218906608525156,0.14396470885406046,222924,864691135640138299,L2IT
864691135919106224,120,14,49,0.987401185770751,4.834266303205381,8,14.0,0.125,0.9919354459300674,0.6789381751295017,0.955940453144293,0.3206469792355422,0.5911652188721567,0.08975959292376258,0.5665207263288907,0.20980586956965533,0.8240810938550126,0.639202214287395,0.963712363608476,0.6352934739087508,0.27700227801479127,0.3647752342721363,0.26269879132897844,0.000740443597667,0.26195834773131144,2.0,0.2621621206769375,0.0005366706520409312,255199,864691135861202536,L2IT
864691135938349828,120,29,65,0.976401179941003,10.0194618408122,11,12.0,0.05172413793103448,0.7660271377035828,0.43085542099832574,0.6263969763295061,0.24307586973731313,0.29156270743349444,0.48366004749002167,0.7544017225107554,0.6111817065468792,0.869972015660158,0.841642860787305,0.8177216517515765,0.383321106592193,0.19554155533118034,0.33483426889601164,0.1161274582897091,0.00252636351799705,0.11360109477171204,2.0,0.1159521049828847,0.00017535330682439884,255117,864691135741458324,L2IT
864691135947212897,95,34,59,0.982968881412952,10.721572831103238,11,32.0,0.11764705882352941,0.7582507264947542,0.4062978789710129,0.6058849434999019,0.24668677344858564,0.2850427095207312,0.49165756559076934,0.7705117482682616,0.6277624735385587,0.8679189178973845,0.8455207176905819,0.7990561991292645,0.3591981700513162,0.19958706452888897,0.32084223397917067,0.1299550171277154,0.004462624978018413,0.12549239214969699,8.0,0.03783689884740317,0.09211811828031224,256610,864691135928366606,L2IT
864691135952698659,81,17,47,0.9898305084745764,1.8778091928210168,8,17.0,0.125,0.9627099599323452,0.6865943584259553,0.9276659192435076,0.4682982326757095,0.5743130933245286,0.1930514230619556,0.5598175318298904,0.26886752442521,0.7285056771138139,0.6521152346710019,0.9635985476962341,0.4593676865677981,0.24107156081755232,0.353352825918979,0.20849690514166952,0.012514987614376765,0.19598191752729274,3.0,0.14525281454002478,0.06324409060164475,256498,864691136336208307,L2IT
864691135992368833,96,19,45,0.9864116758933064,2.6164940587214898,9,11.0,0.07236842105263158,0.9886708991525603,0.6614782295947775,0.9804957703804063,0.40135043775808976,0.450560541854138,0.10641231666487634,0.5816881383413006,0.13963440949870978,0.7733354363986329,0.7408257397360711,0.9917311930803654,0.5791453326223165,0.3190175407856287,0.5299352285262682,0.042701360490257,0.0004400755505648,0.0422612849396922,1.0,,,221045,864691135992368833,L2IT
864691136024229689,73,28,53,0.9883233532934133,13.84571484626654,8,14.0,0.0625,0.6979824716786625,0.39732814215309925,0.497303516794946,0.2723785522137379,0.3010445924330073,0.5495186243807979,0.7763072518597955,0.7089844599193691,0.8529884920227074,0.8360157040362045,0.7124871138940218,0.2249249645812081,0.09997537464184675,0.1962589243619387,0.20862916354976152,0.00472508383157355,0.20390407971818797,4.0,-0.07308022108170062,0.2817093846314621,256503,864691136390766608,L2IT
