root_id,channels,method,credit_capture,seed_capture_sd,wiring_nonzeros,wiring_density,n_monte_carlo_streams
864691135342193329,16,morphology-aware paths,0.9119658914734659,0.002928826782501965,27.0,0.084375,20
864691135342193329,16,random paths,0.8173039177890999,0.008658623164515126,28.1796875,0.0880615234375,20
864691135342193329,16,shuffled ancestry,0.6839769640039651,0.012945449373932844,27.0,0.084375,20
864691135367232761,1,dense PCA oracle,0.4403380826528588,0.01746769747573139,26.0,1.0,20
864691135367232761,1,depth-only bins,0.0873097722000204,0.00397331633449871,26.0,1.0,20
864691135367232761,1,morphology-aware paths,0.4379521397917613,0.017263198850222167,2.0,0.0769230769230769,20
864691135367232761,1,random paths,0.0706396767075638,0.015658899376998495,2.57421875,0.09900841346153841,20
864691135367232761,1,shuffled ancestry,0.05515604355920073,0.007996609392594571,2.0,0.0769230769230769,20
864691135367232761,2,dense PCA oracle,0.5616139339855154,0.013972400786579313,52.0,1.0,20
864691135367232761,2,depth-only bins,0.1232281972593537,0.004688307518186217,26.0,0.5,20
864691135367232761,2,morphology-aware paths,0.556249890398698,0.013500729256363971,3.0,0.0576923076923076,20
864691135367232761,2,random paths,0.13978928578877794,0.01871612729514904,5.29765625,0.10187800480769227,20
864691135367232761,2,shuffled ancestry,0.09026580194580366,0.011327461110619204,3.0,0.0576923076923076,20
864691135367232761,4,dense PCA oracle,0.7238978157063717,0.010033569414745853,104.0,1.0,20
864691135367232761,4,depth-only bins,0.20474649432018466,0.005554699667713833,26.0,0.25,20
864691135367232761,4,morphology-aware paths,0.6487024102662016,0.010809089085001259,7.0,0.0673076923076923,20
864691135367232761,4,random paths,0.263921619255352,0.026223202265392473,10.390625,0.09990985576923074,20
864691135367232761,4,shuffled ancestry,0.18174190801498802,0.013539215274225943,7.0,0.0673076923076923,20
864691135367232761,8,dense PCA oracle,0.9186865862830983,0.0036931571745702444,208.0,1.0,20
864691135367232761,8,depth-only bins,0.3446240360145515,0.00752493129888165,26.0,0.125,20
864691135367232761,8,morphology-aware paths,0.8647819828712151,0.00672787679699296,23.0,0.11057692307692299,20
864691135367232761,8,random paths,0.4874657582426076,0.017257509879346322,21.56953125,0.1036996694711538,20
864691135367232761,8,shuffled ancestry,0.36767473248963706,0.020084875287602326,23.0,0.11057692307692299,20
864691135367232761,16,dense PCA oracle,0.993005272078479,0.0003913613837341443,416.0,1.0,20
864691135367232761,16,depth-only bins,0.5952671787162755,0.010775811462797567,26.0,0.0625,20
864691135367232761,16,morphology-aware paths,0.9694269736180038,0.0016186948878344424,40.0,0.0961538461538461,20
864691135367232761,16,random paths,0.814157470325808,0.016739183681824213,42.48203125,0.10212026742788458,20
864691135367232761,16,shuffled ancestry,0.6351815931562436,0.01787410565372513,40.0,0.0961538461538461,20
864691135404231406,1,dense PCA oracle,0.2793853835934888,0.012006320097832571,34.0,1.0,20
