seed,topology,owner,active_contacts,unique_input_features,input_coverage_fraction,repeated_contact_fraction,mean_pairwise_branch_jaccard,feature_degree_cv
42,spatial,124,336,336,0.42857142857142855,0.0,0.0,1.1547005383792515
42,spatial,125,336,336,0.42857142857142855,0.0,0.0,1.1547005383792515
42,spatial,126,336,336,0.42857142857142855,0.0,0.0,1.1547005383792515
42,spatial,127,336,336,0.42857142857142855,0.0,0.0,1.1547005383792515
43,random,0,336,282,0.3596938775510204,0.1607142857142857,0.012114602876798,1.4672347384715843
43,random,1,336,264,0.336734693877551,0.2142857142857143,0.01715838023764853,1.576740660702042
43,random,2,336,276,0.3520408163265306,0.1785714285714286,0.013354440275171983,1.4953632037438633
43,random,3,336,273,0.3482142857142857,0.1875,0.013364602876797997,1.4953632037438633
43,random,4,336,273,0.3482142857142857,0.1875,0.014893765840492412,1.5275252316519465
43,random,5,336,284,0.3622448979591837,0.15476190476190477,0.011109287054409004,1.4433756729740645
43,random,6,336,272,0.3469387755102041,0.19047619047619047,0.014991400875547215,1.532064692570853
43,random,7,336,271,0.34566326530612246,0.19345238095238093,0.015225140712945591,1.536590742882148
43,random,8,336,273,0.3482142857142857,0.1875,0.014178392745465916,1.513825177048746
43,random,9,336,272,0.3469387755102041,0.19047619047619047,0.014860850531582237,1.5275252316519465
43,random,10,336,279,0.35586734693877553,0.1696428571428571,0.013191838649155721,1.49071198499986
43,random,11,336,271,0.34566326530612246,0.19345238095238093,0.015501094434021263,1.5411035007422442
43,random,12,336,274,0.3494897959183674,0.18452380952380953,0.013183239524702938,1.49071198499986
43,random,13,336,267,0.3405612244897959,0.2053571428571429,0.016606472795497186,1.5679073101855652
43,random,14,336,272,0.3469387755102041,0.19047619047619047,0.015621482176360226,1.5456030825826175
43,random,15,336,278,0.35459183673469385,0.17261904761904767,0.01363282150027978,1.5000000000000002
43,random,16,336,277,0.35331632653061223,0.17559523809523814,0.01316213258286429,1.49071198499986
43,random,17,336,283,0.36096938775510207,0.15773809523809523,0.01273452157598499,1.481365736219265
43,random,18,336,281,0.35841836734693877,0.16369047619047616,0.012103658536585368,1.4672347384715843
43,random,19,336,267,0.3405612244897959,0.2053571428571429,0.01811053783614759,1.5986105077709067
43,random,20,336,267,0.3405612244897959,0.2053571428571429,0.01608036272670419,1.5545631755148026
43,random,21,336,280,0.35714285714285715,0.16666666666666663,0.013354440275171983,1.4953632037438633
43,random,22,336,270,0.34438775510204084,0.1964285714285714,0.01479752970606629,1.5275252316519465
43,random,23,336,279,0.35586734693877553,0.1696428571428571,0.01232801751094434,1.4719601443879746
43,random,24,336,282,0.3596938775510204,0.1607142857142857,0.01312070043777361,1.49071198499986
43,random,25,336,266,0.3392857142857143,0.20833333333333337,0.01671130805437609,1.5679073101855652
43,random,26,336,285,0.3635204081632653,0.1517857142857143,0.011739368355222013,1.4577379737113252
43,random,27,336,265,0.3380102040816326,0.21130952380952384,0.01693323952470294,1.5723301886761007
43,random,28,336,289,0.36862244897959184,0.13988095238095233,0.01044793621013133,1.4288690166235205
43,random,29,336,274,0.3494897959183674,0.18452380952380953,0.013750781738586616,1.5046225071056492
43,random,30,336,278,0.35459183673469385,0.17261904761904767,0.014412914321450905,1.51840559652405
43,random,31,336,276,0.3520408163265306,0.1785714285714286,0.014465373095026497,1.51840559652405
43,random,32,336,289,0.36862244897959184,0.13988095238095233,0.010671513445903691,1.4337208778404378
43,random,33,336,273,0.3482142857142857,0.1875,0.014647435897435897,1.522972240208089
43,random,34,336,277,0.35331632653061223,0.17559523809523814,0.013407598499061913,1.4953632037438633
43,random,35,336,270,0.34438775510204084,0.1964285714285714,0.015439337085678548,1.5411035007422442
43,random,36,336,277,0.35331632653061223,0.17559523809523814,0.012989368355222016,1.4860462083439174
43,random,37,336,274,0.3494897959183674,0.18452380952380953,0.015001563477173234,1.532064692570853
43,random,38,336,281,0.35841836734693877,0.16369047619047616,0.012113821138211382,1.4672347384715843
43,random,39,336,278,0.35459183673469385,0.17261904761904767,0.012830757710411112,1.481365736219265
43,random,40,336,279,0.35586734693877553,0.1696428571428571,0.012765009380863038,1.481365736219265
43,random,41,336,271,0.34566326530612246,0.19345238095238093,0.015479987492182616,1.5411035007422442
43,random,42,336,276,0.3520408163265306,0.1785714285714286,0.014838180112570357,1.5275252316519465
43,random,43,336,274,0.3494897959183674,0.18452380952380953,0.015010944340212634,1.532064692570853
43,random,44,336,273,0.3482142857142857,0.1875,0.015172764227642277,1.536590742882148
43,random,45,336,271,0.34566326530612246,0.19345238095238093,0.015053158223889933,1.532064692570853
43,random,46,336,284,0.3622448979591837,0.15476190476190477,0.011516572858036273,1.4529663145135578
43,random,47,336,274,0.3494897959183674,0.18452380952380953,0.014025953721075672,1.5092308563562362
43,random,48,336,274,0.3494897959183674,0.18452380952380953,0.01501172607879925,1.532064692570853
43,random,49,336,281,0.35841836734693877,0.16369047619047616,0.012307692307692308,1.4719601443879746
43,random,50,336,275,0.350765306122449,0.18154761904761907,0.014157285803627266,1.513825177048746
43,random,51,336,277,0.35331632653061223,0.17559523809523814,0.013526422764227641,1.5000000000000002
43,random,52,336,279,0.35586734693877553,0.1696428571428571,0.012969043151969981,1.4860462083439174
43,random,53,336,284,0.3622448979591837,0.15476190476190477,0.011922295184490306,1.4624940645653537
43,random,54,336,275,0.350765306122449,0.18154761904761907,0.015057231493367566,1.5320646925708532
43,random,55,336,281,0.35841836734693877,0.16369047619047616,0.012489837398373982,1.4766704288891124
43,random,56,336,282,0.3596938775510204,0.1607142857142857,0.011870700437773607,1.4624940645653537
43,random,57,336,281,0.35841836734693877,0.16369047619047616,0.01192151344590369,1.4624940645653537
43,random,58,336,284,0.3622448979591837,0.15476190476190477,0.011912132582864289,1.4624940645653537
43,random,59,336,271,0.34566326530612246,0.19345238095238093,0.015115697310819264,1.532064692570853
43,random,60,336,263,0.3354591836734694,0.21726190476190477,0.017855073894868505,1.589898669028243
43,random,61,336,276,0.3520408163265306,0.1785714285714286,0.013603979460847241,1.5000000000000002
43,random,62,336,275,0.350765306122449,0.18154761904761907,0.014411350844277674,1.51840559652405
43,random,63,336,288,0.3673469387755102,0.1428571428571429,0.011464196372732958,1.4529663145135578
