target_root_id,session,scan_idx,replicate,method,draw,n_features,n_available,selected_penalty,nmse,n_train_trials,n_test_trials
864691135810666525,4,10,1,keep_0.75,3,7,9,0.1,0.720776307169,369,95
864691135810666525,4,10,1,keep_0.25,4,2,9,0.01,0.907141101434,369,95
864691135810666525,4,10,1,keep_0.5,4,4,9,0.1,0.780015865363,369,95
864691135810666525,4,10,1,keep_0.75,4,7,9,0.1,0.65248822485,369,95
864691135810666525,4,10,1,noise_0.25,0,9,9,0.1,0.734572554326,369,95
864691135810666525,4,10,1,noise_0.5,0,9,9,0.1,0.785802514912,369,95
864691135810666525,4,10,1,noise_1,0,9,9,0.1,0.893671924607,369,95
864691135810666525,4,10,2,training_mean,0,0,9,,1,375,89
864691135810666525,4,10,2,ols_all,0,9,9,0,0.598266599473,375,89
864691135810666525,4,10,2,ridge_all,0,9,9,0.1,0.602670441661,375,89
864691135810666525,4,10,2,ridge_raw,0,9,9,1,0.680801024821,375,89
864691135810666525,4,10,2,manual_only,0,0,9,0,1,375,89
864691135810666525,4,10,2,training_reliability_ge_0,0,8,9,0.1,0.670224272194,375,89
864691135810666525,4,10,2,training_reliability_ge_0.1,0,6,9,0.1,0.74842566819,375,89
864691135810666525,4,10,2,training_reliability_ge_0.2,0,5,9,0,0.745086534991,375,89
864691135810666525,4,10,2,keep_0.25,0,2,9,0.01,0.96844495914,375,89
864691135810666525,4,10,2,keep_0.5,0,4,9,0.1,0.839231290101,375,89
864691135810666525,4,10,2,keep_0.75,0,7,9,0.1,0.648479788429,375,89
864691135810666525,4,10,2,keep_0.25,1,2,9,0.01,0.844517434153,375,89
864691135810666525,4,10,2,keep_0.5,1,4,9,0.1,0.646467818765,375,89
864691135810666525,4,10,2,keep_0.75,1,7,9,0.1,0.633702243053,375,89
864691135810666525,4,10,2,keep_0.25,2,2,9,0.01,0.886244647494,375,89
864691135810666525,4,10,2,keep_0.5,2,4,9,0.1,0.723007516407,375,89
864691135810666525,4,10,2,keep_0.75,2,7,9,0.1,0.617972905039,375,89
864691135810666525,4,10,2,keep_0.25,3,2,9,0.1,0.816377162415,375,89
864691135810666525,4,10,2,keep_0.5,3,4,9,0.1,0.604496417427,375,89
864691135810666525,4,10,2,keep_0.75,3,7,9,0.1,0.607092708147,375,89
864691135810666525,4,10,2,keep_0.25,4,2,9,0.01,0.729321340772,375,89
864691135810666525,4,10,2,keep_0.5,4,4,9,0.1,0.75328983935,375,89
864691135810666525,4,10,2,keep_0.75,4,7,9,0.1,0.599479168834,375,89
864691135810666525,4,10,2,noise_0.25,0,9,9,0.1,0.617453458928,375,89
864691135810666525,4,10,2,noise_0.5,0,9,9,0.1,0.645837344702,375,89
864691135810666525,4,10,2,noise_1,0,9,9,1,0.747292833312,375,89
864691135810666525,4,10,3,training_mean,0,0,9,,1,363,101
864691135810666525,4,10,3,ols_all,0,9,9,0,0.555947814878,363,101
864691135810666525,4,10,3,ridge_all,0,9,9,0.1,0.553828638592,363,101
864691135810666525,4,10,3,ridge_raw,0,9,9,0.1,0.546750875856,363,101
864691135810666525,4,10,3,manual_only,0,0,9,0,1,363,101
864691135810666525,4,10,3,training_reliability_ge_0,0,8,9,0.1,0.607400283992,363,101
864691135810666525,4,10,3,training_reliability_ge_0.1,0,7,9,0.1,0.612395725716,363,101
864691135810666525,4,10,3,training_reliability_ge_0.2,0,4,9,0.1,0.800037151427,363,101
864691135810666525,4,10,3,keep_0.25,0,2,9,0.01,0.876696719307,363,101
864691135810666525,4,10,3,keep_0.5,0,4,9,0,0.671683702565,363,101
864691135810666525,4,10,3,keep_0.75,0,7,9,0.1,0.566097577709,363,101
864691135810666525,4,10,3,keep_0.25,1,2,9,0.01,0.750658675088,363,101
864691135810666525,4,10,3,keep_0.5,1,4,9,0.1,0.611423669095,363,101
864691135810666525,4,10,3,keep_0.75,1,7,9,0.1,0.559030379808,363,101
864691135810666525,4,10,3,keep_0.25,2,2,9,0.1,0.940312052524,363,101
864691135810666525,4,10,3,keep_0.5,2,4,9,0.1,0.838790418658,363,101
864691135810666525,4,10,3,keep_0.75,2,7,9,0.1,0.644877803977,363,101
864691135810666525,4,10,3,keep_0.25,3,2,9,0,0.663721603817,363,101
864691135810666525,4,10,3,keep_0.5,3,4,9,0.1,0.646081942935,363,101
864691135810666525,4,10,3,keep_0.75,3,7,9,0.1,0.612395725716,363,101
864691135810666525,4,10,3,keep_0.25,4,2,9,0.1,0.832731093547,363,101
864691135810666525,4,10,3,keep_0.5,4,4,9,0,0.671683702565,363,101
864691135810666525,4,10,3,keep_0.75,4,7,9,0.1,0.553747424457,363,101
864691135810666525,4,10,3,noise_0.25,0,9,9,0.1,0.574779084254,363,101
864691135810666525,4,10,3,noise_0.5,0,9,9,0.1,0.609555777766,363,101
864691135810666525,4,10,3,noise_1,0,9,9,1,0.726342341162,363,101
864691135810666525,4,10,4,training_mean,0,0,9,,1,381,83
864691135810666525,4,10,4,ols_all,0,9,9,0,0.608435411553,381,83
864691135810666525,4,10,4,ridge_all,0,9,9,0.1,0.61284666301,381,83
864691135810666525,4,10,4,ridge_raw,0,9,9,1,0.678039088978,381,83
864691135810666525,4,10,4,manual_only,0,0,9,0,1,381,83
864691135810666525,4,10,4,training_reliability_ge_0,0,8,9,0.1,0.674864908062,381,83
864691135810666525,4,10,4,training_reliability_ge_0.1,0,6,9,0.1,0.68571490722,381,83
864691135810666525,4,10,4,training_reliability_ge_0.2,0,4,9,0.1,0.686100951071,381,83
864691135810666525,4,10,4,keep_0.25,0,2,9,0.01,0.75587872644,381,83
864691135810666525,4,10,4,keep_0.5,0,4,9,0.1,0.79974758097,381,83
864691135810666525,4,10,4,keep_0.75,0,7,9,0.1,0.662265172002,381,83
864691135810666525,4,10,4,keep_0.25,1,2,9,0.1,0.965373524699,381,83
864691135810666525,4,10,4,keep_0.5,1,4,9,0.1,0.835179469309,381,83
864691135810666525,4,10,4,keep_0.75,1,7,9,0.1,0.760085370357,381,83
864691135810666525,4,10,4,keep_0.25,2,2,9,0.1,0.836298804615,381,83
864691135810666525,4,10,4,keep_0.5,2,4,9,0.1,0.699429959899,381,83
864691135810666525,4,10,4,keep_0.75,2,7,9,0.1,0.631590247049,381,83
864691135810666525,4,10,4,keep_0.25,3,2,9,0.1,1.00092970762,381,83
864691135810666525,4,10,4,keep_0.5,3,4,9,0.1,0.857308579232,381,83
864691135810666525,4,10,4,keep_0.75,3,7,9,0.1,0.765417458218,381,83
864691135810666525,4,10,4,keep_0.25,4,2,9,0.1,0.84639115228,381,83
864691135810666525,4,10,4,keep_0.5,4,4,9,0.1,0.686100951071,381,83
864691135810666525,4,10,4,keep_0.75,4,7,9,0.1,0.694629948037,381,83
864691135810666525,4,10,4,noise_0.25,0,9,9,0.1,0.624523873908,381,83
864691135810666525,4,10,4,noise_0.5,0,9,9,0.1,0.657384957509,381,83
864691135810666525,4,10,4,noise_1,0,9,9,0.1,0.743612642227,381,83
864691135810666525,4,10,5,training_mean,0,0,9,,1,375,89
864691135810666525,4,10,5,ols_all,0,9,9,0,0.690715592475,375,89
864691135810666525,4,10,5,ridge_all,0,9,9,0.1,0.674435506739,375,89
864691135810666525,4,10,5,ridge_raw,0,9,9,0.1,0.881805314454,375,89
864691135810666525,4,10,5,manual_only,0,0,9,0,1,375,89
864691135810666525,4,10,5,training_reliability_ge_0,0,8,9,0.1,0.718368441023,375,89
864691135810666525,4,10,5,training_reliability_ge_0.1,0,7,9,0.1,0.749339177685,375,89
864691135810666525,4,10,5,training_reliability_ge_0.2,0,5,9,0.01,0.811873063556,375,89
864691135810666525,4,10,5,keep_0.25,0,2,9,0.01,0.81662554773,375,89
864691135810666525,4,10,5,keep_0.5,0,4,9,0.01,0.767787002306,375,89
864691135810666525,4,10,5,keep_0.75,0,7,9,0.1,0.702443874305,375,89
864691135810666525,4,10,5,keep_0.25,1,2,9,0,0.822503299803,375,89
864691135810666525,4,10,5,keep_0.5,1,4,9,0.01,0.732651834627,375,89
864691135810666525,4,10,5,keep_0.75,1,7,9,0.1,0.690285423809,375,89
864691135810666525,4,10,5,keep_0.25,2,2,9,0.1,0.891942875594,375,89
864691135810666525,4,10,5,keep_0.5,2,4,9,0.001,0.833177731833,375,89
864691135810666525,4,10,5,keep_0.75,2,7,9,0.1,0.66332568032,375,89
864691135810666525,4,10,5,keep_0.25,3,2,9,0.1,0.799967009259,375,89
864691135810666525,4,10,5,keep_0.5,3,4,9,0.1,0.744115203684,375,89
864691135810666525,4,10,5,keep_0.75,3,7,9,0.1,0.66332568032,375,89
864691135810666525,4,10,5,keep_0.25,4,2,9,0.1,0.868853706265,375,89
864691135810666525,4,10,5,keep_0.5,4,4,9,0.1,0.770119632092,375,89
864691135810666525,4,10,5,keep_0.75,4,7,9,0.1,0.656213576269,375,89
864691135810666525,4,10,5,noise_0.25,0,9,9,0.1,0.679605730768,375,89
864691135810666525,4,10,5,noise_0.5,0,9,9,0.1,0.699901429973,375,89
864691135810666525,4,10,5,noise_1,0,9,9,1,0.77717425695,375,89
864691135810666525,4,10,6,training_mean,0,0,9,,1,374,90
864691135810666525,4,10,6,ols_all,0,9,9,0,0.703209732907,374,90
864691135810666525,4,10,6,ridge_all,0,9,9,0.1,0.708414778471,374,90
864691135810666525,4,10,6,ridge_raw,0,9,9,1,0.781728929406,374,90
864691135810666525,4,10,6,manual_only,0,0,9,0,1,374,90
864691135810666525,4,10,6,training_reliability_ge_0,0,8,9,0.1,0.789811258417,374,90
864691135810666525,4,10,6,training_reliability_ge_0.1,0,7,9,1,0.787295555077,374,90
864691135810666525,4,10,6,training_reliability_ge_0.2,0,2,9,0,0.889685044526,374,90
864691135810666525,4,10,6,keep_0.25,0,2,9,1,0.938735974158,374,90
864691135810666525,4,10,6,keep_0.5,0,4,9,0.1,0.978374529311,374,90
864691135810666525,4,10,6,keep_0.75,0,7,9,0.1,0.817880757929,374,90
864691135810666525,4,10,6,keep_0.25,1,2,9,0.1,1.09630648862,374,90
864691135810666525,4,10,6,keep_0.5,1,4,9,0.1,0.985003411264,374,90
864691135810666525,4,10,6,keep_0.75,1,7,9,0.1,0.72568813101,374,90
864691135810666525,4,10,6,keep_0.25,2,2,9,0.1,1.02985954166,374,90
864691135810666525,4,10,6,keep_0.5,2,4,9,0.1,0.78644040673,374,90
864691135810666525,4,10,6,keep_0.75,2,7,9,0.1,0.678074101707,374,90
864691135810666525,4,10,6,keep_0.25,3,2,9,0.1,0.830600419191,374,90
864691135810666525,4,10,6,keep_0.5,3,4,9,0.1,0.793476065207,374,90
864691135810666525,4,10,6,keep_0.75,3,7,9,0.1,0.712591667371,374,90
864691135810666525,4,10,6,keep_0.25,4,2,9,0.01,0.852803070442,374,90
864691135810666525,4,10,6,keep_0.5,4,4,9,0.1,0.886571797845,374,90
864691135810666525,4,10,6,keep_0.75,4,7,9,0.1,0.692864722055,374,90
864691135810666525,4,10,6,noise_0.25,0,9,9,0.1,0.71621819719,374,90
864691135810666525,4,10,6,noise_0.5,0,9,9,0.1,0.751541553788,374,90
864691135810666525,4,10,6,noise_1,0,9,9,1,0.814702588914,374,90
864691135810666525,4,10,7,training_mean,0,0,9,,1,359,105
864691135810666525,4,10,7,ols_all,0,9,9,0,0.746114705174,359,105
864691135810666525,4,10,7,ridge_all,0,9,9,0.1,0.735163764797,359,105
864691135810666525,4,10,7,ridge_raw,0,9,9,1,0.758150312351,359,105
864691135810666525,4,10,7,manual_only,0,0,9,0,1,359,105
864691135810666525,4,10,7,training_reliability_ge_0,0,8,9,0.1,0.71349854113,359,105
864691135810666525,4,10,7,training_reliability_ge_0.1,0,7,9,0.1,0.717443876481,359,105
864691135810666525,4,10,7,training_reliability_ge_0.2,0,5,9,0.1,0.777491070794,359,105
864691135810666525,4,10,7,keep_0.25,0,2,9,0.01,0.953323978709,359,105
864691135810666525,4,10,7,keep_0.5,0,4,9,0.1,0.891950927738,359,105
864691135810666525,4,10,7,keep_0.75,0,7,9,0.1,0.854812202014,359,105
864691135810666525,4,10,7,keep_0.25,1,2,9,0.1,1.00073740102,359,105
864691135810666525,4,10,7,keep_0.5,1,4,9,0.1,0.921162688381,359,105
864691135810666525,4,10,7,keep_0.75,1,7,9,0.1,0.837501597299,359,105
864691135810666525,4,10,7,keep_0.25,2,2,9,0.1,0.876991590414,359,105
864691135810666525,4,10,7,keep_0.5,2,4,9,0.1,0.879457616789,359,105
864691135810666525,4,10,7,keep_0.75,2,7,9,0.1,0.724155331287,359,105
864691135810666525,4,10,7,keep_0.25,3,2,9,0.1,0.83639777383,359,105
864691135810666525,4,10,7,keep_0.5,3,4,9,0.01,0.887910330835,359,105
864691135810666525,4,10,7,keep_0.75,3,7,9,0.1,0.770335767875,359,105
864691135810666525,4,10,7,keep_0.25,4,2,9,0.01,1.03057783734,359,105
864691135810666525,4,10,7,keep_0.5,4,4,9,0.1,0.972289168769,359,105
864691135810666525,4,10,7,keep_0.75,4,7,9,0.1,0.854812202014,359,105
864691135810666525,4,10,7,noise_0.25,0,9,9,0.1,0.736051177644,359,105
864691135810666525,4,10,7,noise_0.5,0,9,9,1,0.774815277924,359,105
864691135810666525,4,10,7,noise_1,0,9,9,1,0.85394868942,359,105
864691135810666525,4,10,8,training_mean,0,0,9,,1,372,92
864691135810666525,4,10,8,ols_all,0,9,9,0,0.648071197122,372,92
864691135810666525,4,10,8,ridge_all,0,9,9,0.1,0.652425300089,372,92
864691135810666525,4,10,8,ridge_raw,0,9,9,1,0.75117396882,372,92
864691135810666525,4,10,8,manual_only,0,0,9,0,1,372,92
864691135810666525,4,10,8,training_reliability_ge_0,0,8,9,0.1,0.669900445586,372,92
864691135810666525,4,10,8,training_reliability_ge_0.1,0,6,9,0.1,0.675619631275,372,92
864691135810666525,4,10,8,training_reliability_ge_0.2,0,4,9,0.1,0.795925717525,372,92
864691135810666525,4,10,8,keep_0.25,0,2,9,0.1,0.963384791327,372,92
864691135810666525,4,10,8,keep_0.5,0,4,9,0.1,0.782658591321,372,92
864691135810666525,4,10,8,keep_0.75,0,7,9,0.1,0.660254485207,372,92
864691135810666525,4,10,8,keep_0.25,1,2,9,0.01,0.766045289776,372,92
864691135810666525,4,10,8,keep_0.5,1,4,9,0.1,0.716857967845,372,92
864691135810666525,4,10,8,keep_0.75,1,7,9,0.1,0.661749616937,372,92
864691135810666525,4,10,8,keep_0.25,2,2,9,0.01,0.800700438093,372,92
864691135810666525,4,10,8,keep_0.5,2,4,9,0.1,0.72771326387,372,92
864691135810666525,4,10,8,keep_0.75,2,7,9,0.1,0.642388286561,372,92
864691135810666525,4,10,8,keep_0.25,3,2,9,0.1,0.859601039808,372,92
864691135810666525,4,10,8,keep_0.5,3,4,9,1,0.848087873632,372,92
864691135810666525,4,10,8,keep_0.75,3,7,9,0.1,0.633031824946,372,92
864691135810666525,4,10,8,keep_0.25,4,2,9,0.1,0.820418899489,372,92
864691135810666525,4,10,8,keep_0.5,4,4,9,0.1,0.75115105977,372,92
864691135810666525,4,10,8,keep_0.75,4,7,9,0.1,0.671958752197,372,92
864691135810666525,4,10,8,noise_0.25,0,9,9,0.1,0.664131565233,372,92
864691135810666525,4,10,8,noise_0.5,0,9,9,0.1,0.695009597699,372,92
864691135810666525,4,10,8,noise_1,0,9,9,1,0.803705257299,372,92
864691135810666525,4,10,9,training_mean,0,0,9,,1,376,88
864691135810666525,4,10,9,ols_all,0,9,9,0,0.62984295811,376,88
864691135810666525,4,10,9,ridge_all,0,9,9,0.1,0.596486034685,376,88
864691135810666525,4,10,9,ridge_raw,0,9,9,0.1,0.861169481164,376,88
864691135810666525,4,10,9,manual_only,0,0,9,0,1,376,88
864691135810666525,4,10,9,training_reliability_ge_0,0,8,9,1,0.607307818373,376,88
864691135810666525,4,10,9,training_reliability_ge_0.1,0,6,9,0.1,0.663192735967,376,88
864691135810666525,4,10,9,training_reliability_ge_0.2,0,4,9,0.1,0.80304687653,376,88
864691135810666525,4,10,9,keep_0.25,0,2,9,0.1,0.705489514891,376,88
864691135810666525,4,10,9,keep_0.5,0,4,9,0.1,0.555783478366,376,88
864691135810666525,4,10,9,keep_0.75,0,7,9,0.1,0.636823721705,376,88
864691135810666525,4,10,9,keep_0.25,1,2,9,1,0.974106385498,376,88
864691135810666525,4,10,9,keep_0.5,1,4,9,1,0.720147051667,376,88
864691135810666525,4,10,9,keep_0.75,1,7,9,0.1,0.615242129068,376,88
864691135810666525,4,10,9,keep_0.25,2,2,9,0.1,0.618561081414,376,88
864691135810666525,4,10,9,keep_0.5,2,4,9,1,0.701137590218,376,88
864691135810666525,4,10,9,keep_0.75,2,7,9,0.1,0.66282881253,376,88
864691135810666525,4,10,9,keep_0.25,3,2,9,1,0.921853293735,376,88
864691135810666525,4,10,9,keep_0.5,3,4,9,1,0.744012739098,376,88
864691135810666525,4,10,9,keep_0.75,3,7,9,0.1,0.600526251629,376,88
864691135810666525,4,10,9,keep_0.25,4,2,9,1,0.870217492987,376,88
864691135810666525,4,10,9,keep_0.5,4,4,9,0.1,0.577986766009,376,88
864691135810666525,4,10,9,keep_0.75,4,7,9,0.1,0.487606711022,376,88
864691135810666525,4,10,9,noise_0.25,0,9,9,0.1,0.604645931968,376,88
864691135810666525,4,10,9,noise_0.5,0,9,9,0.1,0.620048615844,376,88
864691135810666525,4,10,9,noise_1,0,9,9,0.1,0.676439635894,376,88
864691135810666525,6,4,0,training_mean,0,0,6,,1,377,87
864691135810666525,6,4,0,ols_all,0,6,6,0,0.801775351981,377,87
864691135810666525,6,4,0,ridge_all,0,6,6,1,0.855519547766,377,87
864691135810666525,6,4,0,ridge_raw,0,6,6,1,0.857944555552,377,87
864691135810666525,6,4,0,manual_only,0,2,6,0.1,0.817489000761,377,87
864691135810666525,6,4,0,training_reliability_ge_0,0,6,6,1,0.855519547766,377,87
864691135810666525,6,4,0,training_reliability_ge_0.1,0,4,6,1,0.890925675762,377,87
864691135810666525,6,4,0,training_reliability_ge_0.2,0,2,6,0,0.936054117597,377,87
864691135810666525,6,4,0,keep_0.25,0,2,6,0.1,0.943849229099,377,87
864691135810666525,6,4,0,keep_0.5,0,3,6,0.1,0.86479421603,377,87
864691135810666525,6,4,0,keep_0.75,0,4,6,0.1,0.87528825425,377,87
864691135810666525,6,4,0,keep_0.25,1,2,6,0.1,0.939770019169,377,87
864691135810666525,6,4,0,keep_0.5,1,3,6,0.1,0.955351932744,377,87
864691135810666525,6,4,0,keep_0.75,1,4,6,0.1,0.881556402705,377,87
864691135810666525,6,4,0,keep_0.25,2,2,6,0.1,0.959646638521,377,87
864691135810666525,6,4,0,keep_0.5,2,3,6,0.1,0.864127066346,377,87
864691135810666525,6,4,0,keep_0.75,2,4,6,0.1,0.834900042945,377,87
864691135810666525,6,4,0,keep_0.25,3,2,6,0.1,0.845432561829,377,87
864691135810666525,6,4,0,keep_0.5,3,3,6,0.1,0.864127066346,377,87
864691135810666525,6,4,0,keep_0.75,3,4,6,0.1,0.834900042945,377,87
864691135810666525,6,4,0,keep_0.25,4,2,6,1,0.996978694885,377,87
864691135810666525,6,4,0,keep_0.5,4,3,6,0.1,0.902290841293,377,87
864691135810666525,6,4,0,keep_0.75,4,4,6,0.1,0.87528825425,377,87
864691135810666525,6,4,0,noise_0.25,0,6,6,1,0.846554752289,377,87
864691135810666525,6,4,0,noise_0.5,0,6,6,1,0.844933680266,377,87
864691135810666525,6,4,0,noise_1,0,6,6,1,0.859376272038,377,87
864691135810666525,6,4,1,training_mean,0,0,6,,1,366,98
864691135810666525,6,4,1,ols_all,0,6,6,0,0.871380937499,366,98
864691135810666525,6,4,1,ridge_all,0,6,6,0.1,0.863229675591,366,98
864691135810666525,6,4,1,ridge_raw,0,6,6,0.1,0.868888655069,366,98
864691135810666525,6,4,1,manual_only,0,2,6,0.1,0.918262018376,366,98
864691135810666525,6,4,1,training_reliability_ge_0,0,6,6,0.1,0.863229675591,366,98
864691135810666525,6,4,1,training_reliability_ge_0.1,0,5,6,0.1,0.902282250233,366,98
864691135810666525,6,4,1,training_reliability_ge_0.2,0,3,6,0.1,0.870962757729,366,98
864691135810666525,6,4,1,keep_0.25,0,2,6,0.1,0.832586063336,366,98
864691135810666525,6,4,1,keep_0.5,0,3,6,0.1,0.890250773466,366,98
864691135810666525,6,4,1,keep_0.75,0,4,6,0.1,0.860031857367,366,98
864691135810666525,6,4,1,keep_0.25,1,2,6,0.1,0.960768081936,366,98
864691135810666525,6,4,1,keep_0.5,1,3,6,0.1,0.90829840597,366,98
864691135810666525,6,4,1,keep_0.75,1,4,6,0.1,0.871813219787,366,98
864691135810666525,6,4,1,keep_0.25,2,2,6,1,0.957895035846,366,98
864691135810666525,6,4,1,keep_0.5,2,3,6,1,0.955172542103,366,98
864691135810666525,6,4,1,keep_0.75,2,4,6,1,0.910562463064,366,98
864691135810666525,6,4,1,keep_0.25,3,2,6,0.1,0.899463983081,366,98
864691135810666525,6,4,1,keep_0.5,3,3,6,0.1,0.933753759236,366,98
864691135810666525,6,4,1,keep_0.75,3,4,6,0.1,0.934056737654,366,98
864691135810666525,6,4,1,keep_0.25,4,2,6,0.1,0.918262018376,366,98
864691135810666525,6,4,1,keep_0.5,4,3,6,0.1,0.872474237389,366,98
864691135810666525,6,4,1,keep_0.75,4,4,6,0.1,0.860031857367,366,98
864691135810666525,6,4,1,noise_0.25,0,6,6,0.1,0.847533765127,366,98
864691135810666525,6,4,1,noise_0.5,0,6,6,0.1,0.843712858461,366,98
864691135810666525,6,4,1,noise_1,0,6,6,0.1,0.859627767134,366,98
864691135810666525,6,4,2,training_mean,0,0,6,,1,374,90
864691135810666525,6,4,2,ols_all,0,6,6,0,1.01540988197,374,90
864691135810666525,6,4,2,ridge_all,0,6,6,0,1.01540988197,374,90
864691135810666525,6,4,2,ridge_raw,0,6,6,0,1.01858319174,374,90
864691135810666525,6,4,2,manual_only,0,2,6,0.01,1.05994370404,374,90
864691135810666525,6,4,2,training_reliability_ge_0,0,6,6,0.1,1.0020612859,374,90
864691135810666525,6,4,2,training_reliability_ge_0.1,0,4,6,0.1,0.984212987791,374,90
864691135810666525,6,4,2,training_reliability_ge_0.2,0,3,6,1,0.973011257433,374,90
864691135810666525,6,4,2,keep_0.25,0,2,6,1,0.986057758602,374,90
864691135810666525,6,4,2,keep_0.5,0,3,6,1,0.973011257433,374,90
864691135810666525,6,4,2,keep_0.75,0,4,6,1,0.979338703639,374,90
864691135810666525,6,4,2,keep_0.25,1,2,6,1,0.986057758602,374,90
864691135810666525,6,4,2,keep_0.5,1,3,6,1,0.992832701274,374,90
864691135810666525,6,4,2,keep_0.75,1,4,6,0,0.947634547019,374,90
864691135810666525,6,4,2,keep_0.25,2,2,6,0.01,1.02452747587,374,90
864691135810666525,6,4,2,keep_0.5,2,3,6,0.01,1.02206031707,374,90
864691135810666525,6,4,2,keep_0.75,2,4,6,0.1,1.0161500185,374,90
864691135810666525,6,4,2,keep_0.25,3,2,6,1,0.987826490689,374,90
864691135810666525,6,4,2,keep_0.5,3,3,6,1,0.974222080345,374,90
864691135810666525,6,4,2,keep_0.75,3,4,6,0.1,0.92737911023,374,90
864691135810666525,6,4,2,keep_0.25,4,2,6,1,1.01011219647,374,90
864691135810666525,6,4,2,keep_0.5,4,3,6,0,0.961360737086,374,90
864691135810666525,6,4,2,keep_0.75,4,4,6,0,1.03746045329,374,90
864691135810666525,6,4,2,noise_0.25,0,6,6,0.1,1.0026859933,374,90
864691135810666525,6,4,2,noise_0.5,0,6,6,0.1,0.999462345521,374,90
864691135810666525,6,4,2,noise_1,0,6,6,1,0.964208921507,374,90
864691135810666525,6,4,3,training_mean,0,0,6,,1,365,99
864691135810666525,6,4,3,ols_all,0,6,6,0,0.846289779409,365,99
864691135810666525,6,4,3,ridge_all,0,6,6,1,0.863767108297,365,99
864691135810666525,6,4,3,ridge_raw,0,6,6,1,0.865634820694,365,99
864691135810666525,6,4,3,manual_only,0,2,6,0.1,0.871757337691,365,99
864691135810666525,6,4,3,training_reliability_ge_0,0,6,6,1,0.863767108297,365,99
864691135810666525,6,4,3,training_reliability_ge_0.1,0,5,6,1,0.881359347966,365,99
