target_root_id,session,scan_idx,replicate,train_trial_mask_sha256,test_trial_mask_sha256,train_stimulus_ids_sha256,test_stimulus_ids_sha256,n_train_trials,n_test_trials,inner_identity_disjoint
864691135060651419,5,7,0,31886882efabcc2363ad712c570cb30d3f0dac88f16378d82e111e1a1662a5ac,594cc850f915278be45bc418d3f007b301259d2d48206cb3be92ae77ac54e651,fea70d97fafdca2842f81482b97636cc3bac67af5233c14c44e93d611bd1fbda,8c78fb4908b94d3e5723e8edb41f257653c3d8907742fab3a988c22ac608371d,383,81,True
864691135060651419,5,7,1,7ea8397f725ca662d18cc53b3558cd81e243883f2465192681942174c0480589,84182e2ddd0a1b3968d8002a3909ef1ebbc8cf744ffe48aed11cf588e411c334,f80b336c8d44ae288bdca81d20b0dd9b3371ac6dc0879ef869a7a0a406e874a4,b9c29ba5e552a0d9c6f337221f8484111c2b0abd50afa23bd8b57cf35c253e5b,359,105,True
864691135060651419,5,7,2,ff572ac5b346f55fb3d7ef2bb54f5b6e08d1e2b9a97b0096b034d3accf514759,5e6aa59614f887b6396244a8927a63d1d0d3e8b41aa8463b47529288f3d45aae,95018a54273b0cf4b689033be4d51b9a28e6c07b2a31c1946c33110f167c489c,9a99c14ae632f4a6877259b3d895000a0a134809a11f9f7ba739ce66c9a22360,377,87,True
864691135060651419,5,7,3,0221ce1a9fecfa3535953f39b61a5d8c021833893c743bfe753cf76376fb5d3a,c1584ce9b1f28b1884c5777de1bb3b2b4b7b1de65ae29e71f66b2ef587a1131c,3c360f5333d35be9cd22aaa4dbc1751012e0cc98f0ae15bfa53049d05b4d4e2f,5ed25f3e73bf55025d2d9e025e1e3e2eed1e07554de43a9ee166830a0bfebe2a,383,81,True
864691135060651419,5,7,4,8ea9836857e3384f9d2cc43ab24b812716f42da0637e7f20857f7fca9d1f3879,6e8b183897894cb392fd806e9990d8d5af5ac8ac1e8394d741d8943f4ef1a850,883444acd21a744d3f755b1ca7d1acc1e333452d47b718a235340def7caef924,53fa39aebf8948281cb303c641e70429e94be4ecd8e6af507c76c494433eb0c4,367,97,True
864691135060651419,5,7,5,e8c1cb95d891ab185304fa173ca7fb7dbddeab0df67fe2d6152a7a08e4282541,01ef79966850b8cb2073a8680cdb79c45c94c359262c041d5be770af94db1660,f702d9467074a99f58b61028f5f276bb950b983bf3837b682cdb2a6df9fc8874,d0e2210ac2860119d9018160a2c81e372daf4e61b0ba8585fb9a31025f80b34e,385,79,True
864691135060651419,5,7,6,eabe96360e3e2bef27a55992cb1859a97ac80fc9ed4698981fa407d79b69268b,be99d607119e2a802fd390f95e726e9e6df531cf28c50330c8eca187f7475059,d97baf2b31c50f213f48840a80c197dd856a2dd09c3eb9159ef6693c5fa69db3,e1429776f03c1ac0753c09981773d6618a9378f6241e38f7d158f49d04f76fb7,378,86,True
864691135060651419,5,7,7,32356949ed25d03f31b3a17278cde2d56895cd236f5fc247769d2277480d9b65,9d61bc63e4ec7195dfd7ca977ee747f8e016a49d8730c43300057c7407e548c3,0e8461bcf397a80b1c2b1d1d45b597d5fe38240e1f6ef5e507f6442332fab4f8,f9db97851a92faeae281c120895afc8441ff540f4dbaf15428e3c7ac4aca26aa,364,100,True
864691135060651419,5,7,8,e28ab70bdd4cde572e1dd4c530a37627e408eafad37fa5f42d63ef6d66bebd2a,52c3d956537f97b0a5b47fccbad729e19d73394e2297f95f523968a39eda371a,3922afb683f5249349e11d4079525e5d5cc9e314d862cb096d5edf81a243a53f,08a0ddf22e98404bf43dc6c82d45c033665b3d94d8de67083f0d1b643c405d2c,370,94,True
864691135060651419,5,7,9,d5b2eff52f779a57cdbe654f1a6d93fa65fd8abe480064b6d92050b08641b5ce,c0d586aa65a317f88b460c87b9ab00c8e2f00479f00d1dd5c4c82514f053f610,e769cab4b20a438dd001ef06191cdd6795fdb5528728d2cc21dc080a5a314f05,30a9c5234c6df1e10eacc480a0d2e617100fcbb889a43cf21b6c942e01705fd9,358,106,True
