architecture,core_strict,seed,feedback_strict,broadcast_mode_strict,test_accuracy_strict,run_dir_strict,config_index_strict,config_sha256_strict,result_sha256_strict,checkpoint_sha256_strict,cohort_strict,core_legacy,feedback_legacy,broadcast_mode_legacy,test_accuracy_legacy,run_dir_legacy,config_index_legacy,config_sha256_legacy,result_sha256_legacy,checkpoint_sha256_legacy,cohort_legacy,strict_minus_legacy
additive,dendritic_additive,47,scalar broadcast,scalar,0.8951999545097351,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,5,15ee355d9fbe38db7e934c909f2cc94705281574989f47c75936c4614d324377,32ae883f01d54a2e8fbbe910a71db9c27b9dc6de83109f8b43de856550e9ab81,09fe841a2ce45809aff885d8d5db94e13b96f96cf2dcd2ccb0b0b2d266426185,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9187999963760376,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,5,54bc50b2a51629a38bb1933cabd81df47e016db895d3640b76c3643f58c3d065,84991e391e7688b88aeee958c190bf6ad12aa5375b2b6826600c5e2604bf10f6,1d90554b5360a8f4cc675252d6700ee3f61b7ba2ebc93f698337c32a0bcfa370,matched_current_source_coordinates_2026-08-25,-0.02360004186630249
additive,dendritic_additive,48,scalar broadcast,scalar,0.8991000056266785,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,6,fe780e06fe643802ed4b74ddd87c42a7815da8fe0a8f2b35d35c37653c9162ee,1443e2ee98ef83905f76195683ee8d3cd99683d741768c68d90e57dcf8a9a81e,e95f8eb5915136fd148e1e692c581b027c25dac705595bfee637486204ae7a5d,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9210999608039856,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,6,793c2c158aa547b00f7908dd58beefb47ef1e714b21c5148fceafb466b81da6f,f759c5472f6c17ecae557aa0f5df8f3115268de6cd27b11dc9173ddc1bed2da2,c3bc8a35e3f7d25c4c88197bd16c8ac9a10be6c27501f896331e7dbb52854743,matched_current_source_coordinates_2026-08-25,-0.02199995517730713
additive,dendritic_additive,49,scalar broadcast,scalar,0.9012999534606934,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,7,4b832114164abc213f3ed5bb6a80e8a55c89163fd8be04913e4a0a8037dd8b35,9c8df6cdcbe10d5aa9998bd5e00ff804d076d941c502aa4fd936d2acb0d0eb07,a3cc9ef8aa14968f5c6aabb0f36db93377e4dfb83fa4c7a08cd38d47d20c4d47,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.925599992275238,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,7,89030ff242d215122f113474fb63f7c472b809ed039f98da3b02e2f05bb2df92,4b522b273ce6100df16fad5fa3711aa5c319b4eac69fad784e6b996ef4f901bb,155138d494f3fe646c06600c6bbd1a68a1fbf1812515b2173cec947274ac1dd3,matched_current_source_coordinates_2026-08-25,-0.024300038814544678
additive,dendritic_additive,50,scalar broadcast,scalar,0.8705999851226807,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,8,be2f0bfb65c9eade8e577736d70b477b9caece6b0022c840d84e87a04f98eea6,49be4ab6561eb6f4373004728f64e47c991b83d9c97301621f667108cac7b25e,4433cb69a41738af918de4fe2e1e1acaa2a71ec3cea661870f79de5122872b82,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9038999676704407,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,8,27824c2e8bf39dbef8b9a1ec26fe29f44a7bb1072bb0c6d5f34dbe32393c9b99,c58ddeb6452ef81246046b12c6c5809716b15fc32d19639c83f0dcafaeaf494e,7fa866e32d9dc8454644d9df93c05c9e10d3497d4aa18043ef43c237676a7056,matched_current_source_coordinates_2026-08-25,-0.03329998254776001
additive,dendritic_additive,51,scalar broadcast,scalar,0.8751999735832214,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,9,7f3388d6ec3c21f4dfb0a967eaadd3e51c15dcc555b3b7d9bd870549966999ba,31e6d0187202bbabd4f42a48d7489069115ea58e5ba0abc963373d4fcf4f89f4,18fe47211a9225d132b13f490babd576de90921f11edf463c073fc035118bdce,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9103999733924866,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,9,a1be5ceeff13aa26389e61af21c70ef8b04c77a21e698fb22df3600ed97810b9,eed372824c47a44f685d4e43feda1bc6991641a28704a190cc6802aaad2deb74,e2313e7a744e57e85e00adbb5d2f0d312cfd9f87b9cb2d14cef84da7e149f960,matched_current_source_coordinates_2026-08-25,-0.03519999980926514
additive,dendritic_additive,52,scalar broadcast,scalar,0.8754000067710876,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,10,1e28f3d342b692f6e51a8f34b84415e4ad1cd779dddcd3ae99d9dae1a8804966,65ca1871a897c50ca8a4df15bf9fca40bdcb3ee43caeed9f4e2870c240e51040,a86818796ef821cbcaffb60bfef76d83b793c939b55fe9d1f5c6f4893eaf690d,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9086999893188477,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,10,ce7a3ef61631d403a1ea47723d80245fd7e509f836b6e839ee370a75ec9150ea,61f64a8a1a7afce00884bdcfdc0ca26913f67e61c2ac77dd688256604d98da34,4ead1c7af70e421ac36dfb598111e2c5fd13c2679f0978d2d52a9e589f13bba1,matched_current_source_coordinates_2026-08-25,-0.03329998254776001
additive,dendritic_additive,53,scalar broadcast,scalar,0.8786999583244324,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,11,1c88a776adcdac784fc277f4d84e947d0730a454946945b4c7a07c8ab0d5a249,cabd2a3e33302328449b4ade7e12dcf5701fc16c267db5c8aa6181842fada8e6,8bb944e0b1661c55002ebb7d0f706b951e2db516e570fb74ad4d9620789c99c1,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9096999764442444,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,11,e3807a0a5ebaa1ca7fba496f837fc164155fd93c4b754a7c93f08311ad8e3afd,3fb56f154c2057b83d2fe5c3b46fda811e595f11ef6b45fd8d1c7c657b3be822,deb0566d54d0d1d16b21edca866e2267340cf3b3696caba21e0fcfd8ca55f31a,matched_current_source_coordinates_2026-08-25,-0.03100001811981201
additive,dendritic_additive,54,scalar broadcast,scalar,0.8980000019073486,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,12,b615e197b7bcdf538d1cdd1123918388d861839204d4b5add6f12ada1e6d5666,d11889145b6e61faab95c1cff79255d2a088b5e8236423724a647834eb527cbe,1a2405151332b3d50ac1e2cdf47d1fa65e0fdbc0b2d8729e3efe1bb368d378b7,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9230999946594238,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,12,5042d2725795f3df8d5c3952183307d9642c1b2fc0db7cb5ce5793c81dac8e9e,12a3e8a63b6b12647c66b3e82beed55cba2bde4da7dff88ca626be755927cab0,bb8669bb721b95fd3df52c180d7855bad43351e1bc982d19b946488c6b10c757,matched_current_source_coordinates_2026-08-25,-0.025099992752075195
additive,dendritic_additive,55,scalar broadcast,scalar,0.8962999582290649,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,13,80aa021dad88a0f8e92b0fb483d800a179ad7d35d6ca537142e5fa9c4e37c6eb,18f42ef8fb746d69e727d11160c1e76bc4e355477181e11963680018750483ca,6cecdc94a682a526bec7b1c003745cc1a3cc2e647b62e8a961bf18675d4d60c1,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9182999730110168,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,13,fca30e9f50e99a41d673d80c9c8b52ecd1fd7cd2341585dad97c11ed0eab6a28,c69b55f4e66e1cec7a3c93e7cbb01991557754bc1d9494828d668b49306f8725,5fd3ca4a887745269d22fcb183657e9f497ecd7165a0053ab2b9d6294ca68ac3,matched_current_source_coordinates_2026-08-25,-0.022000014781951904
additive,dendritic_additive,56,scalar broadcast,scalar,0.8965999484062195,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_additive_15seed_20260826004511,14,61a994be37b254342def15631c02fb096f6dd94e6931a2590054a80a83a5b297,6a10b228352e390121b24011ef8be49595999b9b0696f99aae1114f0e2ad02e5,28a20277a05ac79f442619ab0d171b496cc8219e00872b6564ecebeded2ed5ae,matched_strict_scalar_control_2026-08-26,dendritic_additive,scalar broadcast,per_soma,0.9147999882698059,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_additive_15seed_20260825174138,14,93615eb9d44f8dbf558e879a008ff8812426c86bf4f75ee3745557a4b9c2e903,5c6c183ab410dc398d9ed03d94d9b0ffe202eee54e77d228b22acb6c050e858d,cde73d6f2f0bbd694098a921e0af94cf12b362e46c991697453bdd19a5a0c260,matched_current_source_coordinates_2026-08-25,-0.018200039863586426
