condition,dataset,core,learning_rule,rule_variant,broadcast_mode,broadcast_rank,decoder_update_mode,hsic_enabled,hsic_weight,core_type,normalize_inputs,has_i_to_e,additive_gain_mode,dendritic_normalization,reactivation_enabled,test_acc_mean,test_acc_std,test_acc_min,test_acc_max,n_seeds
revision_reactivation_identity_mnist_5seed,mnist,shunting,local_ca,5f,per_soma,4,local,False,0.0,dendritic_shunting,False,True,none,False,False,0.9081399798393249,0.0032623686011074137,0.9039999842643738,0.9108999967575073,5
revision_reactivation_identity_mnist_5seed,mnist,shunting,local_ca,5f,per_soma,4,local,False,0.0,dendritic_shunting,False,True,none,False,True,0.9087999701499939,0.007693828880810247,0.8983999490737915,0.917199969291687,5
