channels,method,residual,root_id,wiring_nonzeros,residual_sd,actual_channels
2,shuffled ancestry,0.9521268632348217,864691136043380566,,0.03744013015073491,
2,depth-only bins,0.9236799112150748,864691136043380566,,,2.0
4,dense PCA oracle,0.6491590266833555,864691136043380566,,,
4,morphology-aware paths,0.6783191208841789,864691136043380566,5.0,,
4,random paths,0.9015155359166995,864691136043380566,,0.051637290219533144,
4,shuffled ancestry,0.9112879456549932,864691136043380566,,0.049210509187037794,
4,depth-only bins,0.8535600847052116,864691136043380566,,,4.0
8,dense PCA oracle,0.42021585329414396,864691136043380566,,,
8,morphology-aware paths,0.45821046176068003,864691136043380566,11.0,,
8,random paths,0.8066888479424303,864691136043380566,,0.07238257396099214,
8,shuffled ancestry,0.8092625840096475,864691136043380566,,0.06627898985082203,
8,depth-only bins,0.7364720252034337,864691136043380566,,,8.0
16,dense PCA oracle,0.1253618795667663,864691136043380566,,,
16,morphology-aware paths,0.3154461234632855,864691136043380566,27.0,,
16,random paths,0.5915150006906008,864691136043380566,,0.10112321604703961,
16,shuffled ancestry,0.6052708162117695,864691136043380566,,0.10517791329883408,
16,depth-only bins,0.5595437031747723,864691136043380566,,,16.0
