segment_id,parent_segment_id,edge_length_um,mean_radius_um,x_um,y_um,z_um,n_skeleton_nodes,topological_depth,path_length_um,n_children,is_leaf,is_branchpoint,E_count,E_size,I_count,I_size,root_id,g_total,g_i,log_path_gain,log_update_gain,credit_domain_fraction
8100,7914,76.07283569555095,0.32358192558094373,633.016,502.208,905.68,42,4,109.55798752989892,0,True,False,60,648224.0,8,40232.0,864691135060651419,2.97918841402916,0.083350597906705,-3.6032388777685633,-4.69488979690792,0.013916317125710656
8130,7166,74.59571972201313,0.34919840320158857,711.976,527.752,775.2,30,3,107.36276509441483,0,True,False,71,714440.0,16,57776.0,864691135060651419,3.2431129183740777,0.1196973589346239,-4.957378094315491,-6.133911740144608,0.015337867168282449
8164,7459,60.66632035670421,0.3292839373126097,671.672,551.568,850.24,34,4,105.83710757497485,0,True,False,62,608464.0,9,20192.0,864691135060651419,2.562625749526899,0.041832751862502175,-5.526496000928984,-6.467528417175577,0.01306273446151085
8200,6948,84.39893846309326,0.339554923670341,727.384,521.888,936.48,36,2,105.6810299243501,0,True,False,83,731540.0,10,42748.0,864691135060651419,3.4120168885914803,0.08856311789908097,-4.961237133116791,-6.18854071249701,0.015704976412694336
8225,7497,44.229378976583064,0.3187320259669507,665.704,451.032,893.92,25,8,104.2987741216852,0,True,False,29,289736.0,4,13800.0,864691135060651419,1.5181758059633108,0.02859013350349297,-6.237415410321427,-6.654924896793998,0.006220161639703101
8265,7564,75.76883549494204,0.3366029947629179,712.52,555.808,820.16,40,3,103.4948405206616,0,True,False,54,581372.0,9,23256.0,864691135060651419,2.861551109169958,0.04818059019979946,-4.52505691819171,-5.576420741870729,0.012481113195451967
8277,7305,44.98761517433809,0.3969830275417765,701.064,457.92,791.88,12,5,81.80813079146779,3,False,True,36,400372.0,9,39336.0,864691135060651419,6.014213304457328,0.08149431097778256,-5.247398714460822,-7.041524266382442,0.011048227849894827
8282,8277,18.19642952425806,0.2750523948270681,700.552,452.336,780.16,5,6,100.00456031572585,0,True,False,9,68492.0,0,0.0,864691135060651419,0.4576354470369889,0.0,-6.877834094615293,-6.096151715629129,
8287,7207,13.023266013739207,0.4465238182587947,701.624,474.728,830.12,5,3,37.347193634934214,2,False,True,5,52076.0,8,24624.0,864691135060651419,3.815665692077574,0.05101474256449354,-2.751217652513259,-4.090332795363681,0.03764943600427135
8304,8287,51.134522140374315,0.35438231875079296,683.104,465.696,786.24,17,4,88.48171577530853,2,False,True,42,390208.0,8,47656.0,864691135060651419,8.190693985549206,0.09873126103206238,-4.4530476365685585,-6.556046266563962,0.013305756487636147
8309,8304,10.70949773534685,0.31743092666509337,680.568,466.024,778.8,5,5,99.19121351065539,0,True,False,11,129136.0,3,7752.0,864691135060651419,0.4980556837182349,0.016060196733266485,-5.5756644171302625,-4.878621023617232,0.0027723403149926126
8334,7968,64.29519609746988,0.339893274756943,718.976,536.32,796.88,25,4,99.13251013861728,0,True,False,60,669384.0,11,32408.0,864691135060651419,2.832558970200635,0.06714123525950726,-4.756357016839577,-5.79753754967815,0.014370587980199287
8380,8015,79.59993656852302,0.36578620686522473,798.432,468.544,856.24,46,3,99.04126274068416,0,True,False,66,732852.0,14,74424.0,864691135060651419,3.5092830576561616,0.15418783303362035,-3.6347338138301915,-4.890145573366631,0.015733142923142783
8390,8287,18.793584137648573,0.41483743764365955,692.552,464.36,818.4,10,4,56.14077777258279,2,False,True,15,163296.0,3,21032.0,864691135060651419,2.721057380537332,0.043573020858366965,-3.1370825294499354,-4.138103077061526,0.02322569232295137
8416,8390,42.069495469637175,0.3801641713145933,659.224,446.416,814.48,26,5,98.21027324221996,0,True,False,49,565192.0,10,35080.0,864691135060651419,2.2525465931884066,0.07267694806540097,-4.165227249263572,-4.977288644650286,0.012133754857756975
8419,8304,8.17996744017614,0.3167559985826772,680.84,462.8,787.44,3,5,96.66168321548467,0,True,False,13,100440.0,1,4912.0,864691135060651419,0.38171878126089914,0.010176430128199816,-5.310478568597116,-4.3474074524022,0.0021562837724403575
8438,8390,37.59190513164574,0.3405708974176114,669.4,452.864,796.6,19,5,93.73268290422853,0,True,False,29,353368.0,5,14472.0,864691135060651419,1.5697273871575075,0.0299823487001848,-4.272652821868694,-4.723554787398777,0.007586237396452651
8439,8277,8.89783434325452,0.214,701.584,461.136,783.6,1,6,90.7059651347223,0,True,False,5,42664.0,0,0.0,864691135060651419,0.20851101248010978,0.0,-6.664387796955004,-5.096624375467327,
8440,8277,8.537349471586582,0.201,700.808,457.44,783.36,1,6,90.34548026305437,0,True,False,1,3100.0,0,0.0,864691135060651419,0.11467625816190626,0.0,-6.7483726892732685,-4.5827304222590355,
8456,6767,23.890481459826802,0.37093971301679096,741.752,460.464,862.88,16,2,37.8454890692524,2,False,True,9,145544.0,8,25056.0,864691135060651419,2.539435529816929,0.05190973804808115,-4.209784464241142,-5.141726288218779,0.022141882785238515
8489,8456,51.98373935210516,0.3952674633814023,778.36,433.048,858.72,33,3,89.82922842135756,0,True,False,48,500084.0,9,40812.0,864691135060651419,2.4168327182988096,0.08455221221337356,-5.302539582354141,-6.184997471212318,0.010735991776752924
8519,8456,49.466731936504544,0.3679787251891975,756.312,422.536,860.72,30,3,87.31222100575695,0,True,False,27,385744.0,9,57908.0,864691135060651419,2.0674480501113353,0.11997082977683123,-5.395984046437292,-6.122299067126232,0.008281297565872495
8535,7844,47.9074888226415,0.32968264995609037,753.6,482.512,919.72,16,4,86.00995444123345,0,True,False,51,468380.0,7,33784.0,864691135060651419,2.0367346362119885,0.06999196161463815,-4.8180130188990065,-5.529360875793047,0.010055358356587163
8557,6507,38.34548953831433,0.30486337714890943,685.56,484.728,896.84,22,4,83.44437565733182,0,True,False,23,207420.0,4,12828.0,864691135060651419,1.193767454208449,0.026576393665420854,-5.135756839896089,-5.312871073928451,0.004452970729585613
8569,7803,25.91264083950298,0.3301296295390402,755.512,516.824,820.0,12,5,79.7323884590544,0,True,False,22,188956.0,3,15648.0,864691135060651419,0.9635482569185214,0.0324187252943955,-3.5900175506237733,-3.552884843263662,0.004056578619128238
8584,6776,34.531065030094155,0.35582031513347295,731.592,439.072,897.28,15,4,73.96067516684343,0,True,False,43,385848.0,2,4668.0,864691135060651419,1.584163830949468,0.009670923419877187,-4.541319047866765,-5.0013757645403425,0.008283530277066579
8585,5887,8.787664080971629,0.321,703.752,437.016,873.12,1,7,59.201205043247775,0,True,False,1,13628.0,0,0.0,864691135060651419,0.20618570561464108,0.0,-5.779908828182605,-4.2009307954639965,
8587,5887,8.35249438435848,0.37700143607207953,702.592,439.672,872.52,2,7,58.766035346634624,0,True,False,2,60484.0,2,5384.0,864691135060651419,0.33510957575376893,0.01115429556397146,-5.40750437500926,-4.314206666171624,0.0012984933063747769
8588,7305,9.251269318315186,0.2505,713.08,465.6,823.56,1,5,46.07178493544489,0,True,False,4,17252.0,2,7300.0,864691135060651419,0.1970608176722515,0.01512376627358686,-4.58664146155864,-2.962398582819026,0.0003703724376955501
0,-1,0.0,5.968,678.912,550.592,820.88,1,0,0.0,9,False,True,0,0.0,16,44832.0,864691135277186789,181.80065410572487,0.06718296688805236,0.0,-5.202910779678186,1.0
1489,0,23.83065770253709,1.6910159498478294,680.0,527.976,815.44,8,1,23.83065770253709,2,False,True,3,1508.0,22,76836.0,864691135277186789,25.100191846493967,0.11514254201932529,-2.2071785061241957,-5.430053995519336,0.3164518256203848
1491,1489,4.350799617780742,0.8657899364366171,679.504,523.8,814.4,2,2,28.181457320317833,4,False,True,0,0.0,5,15860.0,864691135277186789,33.73706143430238,0.023766993550243365,-2.4343217219653455,-5.952918700871212,0.2698949043592016
1493,1491,4.018237884894733,0.6809385392133313,678.024,520.216,815.36,2,3,32.199695205212564,2,False,True,0,0.0,0,0.0,864691135277186789,9.716874436332985,0.0,-2.957186427317221,-5.231050434030004,
1502,1493,17.27811934162981,0.6457422274165561,676.512,503.456,813.24,9,4,49.477814546842374,2,False,True,4,41280.0,11,52540.0,864691135277186789,13.662116665773144,0.07873378569544681,-3.0276164933700027,-5.64224328907909,0.19513795073219076
