seed,condition,branch_numel_weighted_cosine,branch_macro_cosine,branch_concatenated_cosine,branch_local_exact_norm_ratio
42,eligibility_R_no_inhibition,0.9839229497301626,0.9858599424362182,0.9751120443483176,1.217979545007283
43,eligibility_R_no_inhibition,0.982066915595674,0.9838466048240662,0.9770653224207744,1.3858942986289646
44,eligibility_R_no_inhibition,0.9764927216165096,0.9815449476242064,0.968824972640802,1.298618584881542
45,eligibility_R_no_inhibition,0.9858961585223436,0.9867086052894593,0.9799686100244824,1.2844901059534692
46,eligibility_R_no_inhibition,0.9921914228785086,0.9924077868461608,0.989617440764242,1.2525877724105938
42,eligibility_R_one,0.9455420471757532,0.9628064632415771,0.8400692628797892,4.335935749411471
43,eligibility_R_one,0.9190925437235736,0.9459736347198486,0.8595736243132692,7.076349581754771
44,eligibility_R_one,0.9580773233037546,0.9689589738845824,0.8849804743220556,4.830829523207659
45,eligibility_R_one,0.945161205306946,0.9559868812561036,0.8579054607410074,4.968687847318743
46,eligibility_R_one,0.9705433795366628,0.9784231066703796,0.8785961757822135,6.577674056426889
42,eligibility_and_transport_R_no_inhibition,0.9836474621723372,0.9857129454612732,0.9785544610672938,1.4402643251867455
43,eligibility_and_transport_R_no_inhibition,0.9696680913693402,0.977230715751648,0.9728325900470732,1.4291197952223362
44,eligibility_and_transport_R_no_inhibition,0.9672446937105096,0.976610279083252,0.9583130051705728,1.3714480937851448
45,eligibility_and_transport_R_no_inhibition,0.9731125617407232,0.9798874139785768,0.95844471108803,1.4472663093677294
46,eligibility_and_transport_R_no_inhibition,0.9842715856563522,0.9881818532943726,0.980309235011515,1.3679498420783105
42,exact_full,1.000000089364223,1.000000047683716,1.0000000985633362,0.9999999214129324
43,exact_full,0.9999999775734556,0.999999952316284,0.9999999413320316,0.9999999822140198
44,exact_full,1.0000000446821111,1.0000000238418578,1.000000081857905,1.0000000459777765
45,exact_full,1.0000000297880742,1.0,1.0000000063382262,0.9999999697959456
46,exact_full,0.9999999850774666,0.9999999642372132,0.9999999706697048,0.9999999124219968
42,submitted_eligibility_R_no_inhibition,0.3666575972777439,0.3933931589126587,0.3235748887019829,0.3470771443947024
43,submitted_eligibility_R_no_inhibition,0.2202980055324584,0.2607927560806274,0.196239758904121,0.4729508544479141
44,submitted_eligibility_R_no_inhibition,-0.0515884530069343,0.0605669617652893,-0.0381479249361963,0.4480262539835935
45,submitted_eligibility_R_no_inhibition,0.3060581864612511,0.2551793605089187,0.2975891609000132,0.5039031140565342
46,submitted_eligibility_R_no_inhibition,0.0854039874803497,0.1525499649345874,0.0694832427694345,0.6881219730108781
42,submitted_full,0.384067641491909,0.3938957154750824,0.3442366732867558,0.2575242613208108
43,submitted_full,0.2219006703574344,0.2565703570842743,0.1992618870869095,0.3510595074512531
44,submitted_full,-0.0459220332026006,0.0721671737730503,-0.0233195969243668,0.3393703265400574
45,submitted_full,0.2991886843699383,0.2495059847831726,0.2816479343458349,0.3946905569899935
46,submitted_full,0.0914324893728195,0.1563129439949989,0.0767976006531543,0.5422328514310871
42,synaptic_voltage_proxy,0.980064524920338,0.9785211563110352,0.978139779635464,0.9148487969886108
43,synaptic_voltage_proxy,0.9680920722380102,0.966004717350006,0.970940077423233,0.9039335963504778
44,synaptic_voltage_proxy,0.9664115706667956,0.9663644194602966,0.9580463156524268,1.0228152277072826
45,synaptic_voltage_proxy,0.9548359845833948,0.9654608845710756,0.9300019228265712,0.8281228892949991
46,synaptic_voltage_proxy,0.98389541273573,0.9805914402008056,0.9681546171854244,0.9744411045673016
42,transport_R_no_inhibition,0.9887558360308764,0.994000244140625,0.9788099367612376,1.2385106522407383
43,transport_R_no_inhibition,0.992032948680133,0.9957488894462584,0.9955553823373868,1.0319684850451156
44,transport_R_no_inhibition,0.99041427959009,0.9948851585388184,0.992689579316016,1.049240679820978
45,transport_R_no_inhibition,0.992487522140442,0.9959914207458496,0.9897786883264234,1.1011725236820469
46,transport_R_no_inhibition,0.9931144642924884,0.996325957775116,0.9919247322372996,1.089397040824211
42,transport_no_R_or_parent_derivative,0.3902784480801616,0.5202470660209656,0.3633136310732931,0.3270938859326414
43,transport_no_R_or_parent_derivative,0.5108168292710505,0.5561913549900055,0.5477983580877309,0.3526598957414143
44,transport_no_R_or_parent_derivative,0.3835332203291327,0.4926290988922119,0.405095008952551,0.3863005968745571
45,transport_no_R_or_parent_derivative,0.3218107177964244,0.4000432044267654,0.3329863976476701,0.4612704279571142
46,transport_no_R_or_parent_derivative,0.2947154488031607,0.3790515810251236,0.3288024211296393,0.630522231780844
42,transport_no_parent_derivative,0.3852795977706453,0.5175797373056412,0.3575386342436031,0.3204459787358694
43,transport_no_parent_derivative,0.5305561796697488,0.5667240440845489,0.5592886995190367,0.3421829766229352
44,transport_no_parent_derivative,0.3812416200523832,0.4914063274860382,0.404325076483229,0.3781928503221139
45,transport_no_parent_derivative,0.3343128954414352,0.4067142218351364,0.334707638097856,0.4377404288280703
46,transport_no_parent_derivative,0.2943076407576937,0.3788339793682098,0.3309384332441998,0.6017027941780685
