seed,network_type,relative_step,exact,local_norm_matched,local_raw,norm_matched_fraction_of_exact,raw_fraction_of_exact
42,dendritic_additive,1e-06,0.0011712461709976,9.173154830932616e-05,2.4840235710144043e-05,0.07831961425427288,0.021208381572753884
43,dendritic_additive,1e-06,0.0018584579229354,0.0003077834844589,6.666779518127441e-05,0.1656122964423976,0.03587264169853997
44,dendritic_additive,1e-06,0.001650184392929,0.0001177489757537,3.990530967712402e-05,0.07135504144764156,0.024182333712594362
45,dendritic_additive,1e-06,0.0016592442989349,0.0002604722976684,4.793703556060791e-05,0.15698248765151823,0.02889088459811469
46,dendritic_additive,1e-06,0.0016994476318359,0.0002315640449523,0.0001303553581237,0.13625841750836604,0.07670454545450048
42,dendritic_shunting,1e-06,0.0005747377872467,0.0002246797084808,5.8710575103759766e-05,0.3909255898366026,0.10215193155302121
43,dendritic_shunting,1e-06,0.0003621727228164,7.241964340209961e-05,2.5272369384765625e-05,0.19995885620246462,0.069779880683
44,dendritic_shunting,1e-06,0.0003968626260757,-8.13603401184082e-06,-2.9802322387695312e-06,-0.020500882363986835,-0.007509480719409097
45,dendritic_shunting,1e-06,0.0003977417945861,0.0001115798950195,4.407763481140137e-05,0.2805334931814566,0.11081972126482119
46,dendritic_shunting,1e-06,0.0002661645412445,2.0176172256469727e-05,1.1011958122253418e-05,0.07580338148023932,0.04137274661292235
42,dendritic_additive,3e-06,0.0032704919576644,0.000276431441307,7.443130016326904e-05,0.08452289285077823,0.022758441582110985
43,dendritic_additive,3e-06,0.0055315494537353,0.000924676656723,0.0002001076936721,0.1671641308564261,0.036175703633449914
44,dendritic_additive,3e-06,0.0048373937606811,0.0003332495689392,0.0001164078712463,0.06889031272332868,0.024064171122987078
45,dendritic_additive,3e-06,0.0050128400325775,0.0007781088352203,0.0001436471939086,0.15522315297586156,0.028655850371259416
46,dendritic_additive,3e-06,0.0049250721931457,0.0007208585739135,0.0003995299339294,0.14636507763616746,0.08112164010213536
42,dendritic_shunting,3e-06,0.0014485120773315,0.0006491243839263,0.0001743584871292,0.4481318410006907,0.12037075137848303
43,dendritic_shunting,3e-06,0.0010979622602462,0.0002200454473495,7.615983486175537e-05,0.20041257820661196,0.06936471099168542
44,dendritic_shunting,3e-06,0.0011803209781646,-1.7762184143066406e-05,-8.255243301391602e-06,-0.015048604974120357,-0.00699406640575728
45,dendritic_shunting,3e-06,0.0011965334415435,0.000333547592163,0.0001320838928222,0.2787616129915529,0.11038880171356924
46,dendritic_shunting,3e-06,0.0008109509944915,6.026029586791992e-05,3.281235694885254e-05,0.07430818419022427,0.04046157803829719
42,dendritic_additive,1e-05,0.0090803951025009,0.000977799296379,0.0002487152814865,0.10768246153845189,0.027390358974357785
43,dendritic_additive,1e-05,0.0159525424242019,0.0030796378850936,0.0006681084632873,0.19304997305140678,0.04188100213253156
44,dendritic_additive,1e-05,0.0149479210376739,0.001141995191574,0.000363677740097,0.07639826225304372,0.024329653547165993
45,dendritic_additive,1e-05,0.0165925025939941,0.0025615394115448,0.0004776418209075,0.15437932867775997,0.02878660516710659
46,dendritic_additive,1e-05,0.0163118839263916,0.0027289390563964,0.0014260113239288,0.16729760147331285,0.08742162035751146
42,dendritic_shunting,1e-05,0.0038587003946304,0.001971811056137,0.0005615651607513,0.5110039273535947,0.1455322008240779
43,dendritic_shunting,1e-05,0.0037690848112106,0.0007649213075637,0.0002584159374237,0.2029461648855849,0.06856198530080274
44,dendritic_shunting,1e-05,0.0037398934364318,-1.3560056686401367e-05,-1.8775463104248047e-05,-0.003625786915292137,-0.005020320344250651
45,dendritic_shunting,1e-05,0.0039039254188537,0.0010952949523925,0.0004380941390991,0.2805624685099924,0.11221888025405376
46,dendritic_shunting,1e-05,0.0029778182506561,0.0002004206180572,0.0001085698604583,0.06730451665847688,0.03645953222107457
42,dendritic_additive,3e-05,0.0214318186044693,0.0040596276521682,0.0007825046777725,0.18942058660955738,0.03651135221951346
43,dendritic_additive,3e-05,0.0332221835851669,0.0085537135601043,0.0020073056221008,0.257469938367428,0.06042064083340462
44,dendritic_additive,3e-05,0.0346032977104187,0.0039548575878143,0.0011257827281951,0.11429134936533902,0.032533972270976305
45,dendritic_additive,3e-05,0.0403341054916381,0.007581204175949,0.001422494649887,0.18796014151152315,0.03526778721253421
46,dendritic_additive,3e-05,0.0377798676490783,0.0108409225940704,0.0055753290653228,0.28694972398440577,0.14757407614843296
42,dendritic_shunting,3e-05,0.0082194805145263,0.004666119813919,0.0015612840652465,0.5676903553299457,0.1899492385786718
43,dendritic_shunting,3e-05,0.0111252963542938,0.0021802932024002,0.0008074194192886,0.19597619092265506,0.07257509315488725
44,dendritic_shunting,3e-05,0.0096559077501297,8.749961853027344e-05,-1.2949109077453612e-05,0.009061770347702227,-0.0013410555913067497
45,dendritic_shunting,3e-05,0.0097790360450744,0.00306898355484,0.001290738582611,0.31383293206959956,0.13199036967054967
46,dendritic_shunting,3e-05,0.0167815387248992,0.0006313621997833,0.0003295987844467,0.037622426055992815,0.019640557987550083
42,dendritic_additive,0.0001,0.0496059283614158,0.0150910764932632,0.0033679902553558,0.30421921314149325,0.06789491430978783
43,dendritic_additive,0.0001,0.0571646690368652,0.0203384310007095,0.0064907222986221,0.3557867358174216,0.11354429944195543
44,dendritic_additive,0.0001,0.0610631704330444,0.0160080194473266,0.003899335861206,0.2621550655460864,0.06385740919694977
45,dendritic_additive,0.0001,0.0755428373813629,0.0275929868221282,0.0046603381633758,0.3652627804120002,0.06169133070616629
46,dendritic_additive,0.0001,0.0748381316661834,0.0322515964508056,0.0188477337360382,0.4309513844448219,0.2518466631437139
42,dendritic_shunting,0.0001,0.0208371579647064,0.0123448818922042,0.0042176395654678,0.5924455683022481,0.20240954033230257
43,dendritic_shunting,0.0001,0.0291532129049301,0.005756452679634,0.0024418383836746,0.19745517238206448,0.08375880873362196
44,dendritic_shunting,0.0001,0.0248050391674041,0.0032055675983428,0.0001661926507949,0.1292304993638222,0.00669995518544841
45,dendritic_shunting,0.0001,0.0224496126174926,0.0071412324905395,0.0038675069808959,0.31810047737639335,0.17227499853972367
46,dendritic_shunting,0.0001,0.0286968052387237,0.0030662268400192,0.0012992918491363,0.10684906610724768,0.04527653299131101
42,dendritic_additive,0.0003,0.0831382498145103,0.0396819338202476,0.0130933374166488,0.4773005675339803,0.15748873046836248
43,dendritic_additive,0.0003,0.075540617108345,0.0441960990428924,0.0142076015472412,0.5850640454724328,0.18807897116942776
44,dendritic_additive,0.0003,0.1029195636510849,0.0448362827301025,0.0157941877841949,0.4356439256010183,0.15346147247320174
45,dendritic_additive,0.0003,0.1189857125282287,0.0554928183555603,0.0144059062004089,0.4663821998157547,0.12107257160805067
46,dendritic_additive,0.0003,0.1079791188240051,0.0916804075241088,0.0542951822280883,0.8490568224911936,0.5028303881288742
42,dendritic_shunting,0.0003,0.0436685681343078,0.0216849148273468,0.0084870308637619,0.4965794793328763,0.1943510224026362
43,dendritic_shunting,0.0003,0.0524570494890213,0.014577105641365,0.006063163280487,0.2778864953968833,0.11558338373102656
44,dendritic_shunting,0.0003,0.0497133433818817,0.0119159519672393,0.0032223910093307,0.23969323237233997,0.06481943860780681
45,dendritic_shunting,0.0003,0.0440492033958435,0.0216823816299438,0.0081008076667785,0.49223095898233105,0.18390361328402355
46,dendritic_shunting,0.0003,0.0538157075643539,0.0066455900669097,0.0043560713529586,0.12348792513715015,0.08094423635979371
42,dendritic_additive,0.001,0.1005364805459976,0.0352318733930587,0.0375057458877563,0.35043869848755405,0.3730560855529114
43,dendritic_additive,0.001,0.0657465159893035,0.0309147834777832,0.0378518998622894,0.47021173688979684,0.5757248014244228
44,dendritic_additive,0.001,0.1113387048244476,0.1101429909467697,0.0480057448148727,0.9892605731352522,0.4311685221286287
45,dendritic_additive,0.001,0.1490426212549209,0.0320219099521636,0.048231154680252,0.2148506895714996,0.32360645749619465
46,dendritic_additive,0.001,0.1405459940433502,0.139143019914627,0.1247127056121826,0.990017686820085,0.8873444345465731
42,dendritic_shunting,0.001,0.0793666541576385,0.0413127690553665,0.0201685279607772,0.5205305615291638,0.25411840999014973
43,dendritic_shunting,0.001,0.0837709903717041,0.0310162752866745,0.0149492174386978,0.37025078907448467,0.17845339266452434
44,dendritic_shunting,0.001,0.0831225216388702,0.0347055941820144,0.0147470235824584,0.41752335585768835,0.17741309204414607
45,dendritic_shunting,0.001,0.0810790657997131,0.0382185578346252,0.0250866115093231,0.4713739293572428,0.30940923235713785
46,dendritic_shunting,0.001,0.1011169999837875,0.0144344866275787,0.0087270140647888,0.14275034494588487,0.08630610150803561
