relative_step,n_pairs,shunting_mean,additive_mean,paired_difference_mean,shunting_wins,paired_t_pvalue,wilcoxon_pvalue
1e-06,5,0.18534408766735527,0.12170557146083927,0.06363851620651599,3,0.43140412812536066,0.625
3e-06,5,0.1973131222829919,0.1244331134085124,0.07288000887447948,3,0.423990868115389,0.625
1e-05,5,0.21163825809847134,0.13976152539879502,0.07187673269967629,3,0.478273963403022,0.625
3e-05,5,0.22483673494517906,0.20721834796765065,0.017618386977528412,2,0.8786112674389943,1.0
0.0001,5,0.26881615670635517,0.3436750358723647,-0.0748588791660095,1,0.5007625443665268,0.4375
0.0003,5,0.32597561824431615,0.562689512182876,-0.2367138939385598,2,0.16109064153608033,0.3125
0.001,5,0.38448579615289286,0.6029558769808375,-0.21847008082794464,2,0.36383005196580803,0.625
