seed,h3_serial_minus_grouped__aligned__d1,h3_serial_minus_grouped__aligned__d2,h3_serial_minus_grouped__aligned__d3,h3_serial_depth__aligned,h3_grouped_depth__aligned,h3_serial_minus_grouped__rewired_tree__d1,h3_serial_minus_grouped__rewired_tree__d2,h3_serial_minus_grouped__rewired_tree__d3,h3_serial_depth__rewired_tree,h3_grouped_depth__rewired_tree,h3_serial_grouped_alignment_interaction__d3,h3_serial_grouped_depth_interaction__aligned,h3_star_minus_grouped__aligned__d3,h3_star_minus_grouped__rewired_tree__d3,h2_depth__serial_bp__aligned,h2_depth__serial_bp__rewired_tree,h2_alignment_interaction__serial_bp,h2_depth__grouped_bp__aligned,h2_depth__grouped_bp__rewired_tree,h2_alignment_interaction__grouped_bp,h2_depth__shared_local__aligned,h2_depth__shared_local__rewired_tree,h2_alignment_interaction__shared_local,h2_depth__path_local__aligned,h2_depth__path_local__rewired_tree,h2_alignment_interaction__path_local,h2_serial_minus_grouped__aligned__d1,h2_serial_minus_grouped__aligned__d2,h2_serial_minus_grouped__rewired_tree__d1,h2_serial_minus_grouped__rewired_tree__d2,h2_serial_grouped_alignment_interaction__d2
10200,0.00010001662396241784,0.07410001757572027,0.3061000108468078,0.30629998439999995,0.000299990177154541,0.0009999870792358756,-0.008700013114697258,-0.005000054885784921,-0.005500018600000045,0.000500023365020752,0.31110006573259275,0.3059999942228454,-0.00010001655319213931,1.421507356269558e-11,,,,,,,,,,,,,,,,,
10201,-0.0005000233523926312,0.06159996990191652,0.3055999875186951,0.3057000041000001,-0.0004000067710876465,-0.00010001657172242773,-0.004700005091052284,-0.0009000301138977207,0.0,0.000800013542175293,0.3065000176325928,0.30610001087108774,-0.00019997358130496856,-0.00020003321389772122,,,,,,,,,,,,,,,,,
10202,0.0019999742632568207,0.060699999302880836,0.29820001122572637,0.29699999090000007,0.0007999539375305176,0.00040000676677243163,-0.002000033904315135,0.004899978612463385,0.005099952200000035,0.000599980354309082,0.293300032613263,0.29620003696246955,0.0013000369257263333,0.00019997361246337775,,,,,,,,,,,,,,,,,
10203,0.0006999969405762085,0.05629998448626705,0.30750000478626704,0.3073999881999999,0.000599980354309082,-0.0004000067295470977,-0.005899965739129653,-0.010500013794567886,-0.009599983700000037,0.000500023365020752,0.31800001858083493,0.30680000784569084,0.0002000331862670457,-0.0009999870945678335,,,,,,,,,,,,,,,,,
10204,-0.00020003317332151216,0.06870001552667848,0.30809998510383296,0.30800002809999993,-0.000299990177154541,-0.00010001662156366997,-0.004999995250476119,-0.006600022315496834,-0.006399989100000059,0.00010001659393310547,0.3147000074193298,0.3083000182771545,3.833044992518353e-12,-0.0004000068154967895,,,,,,,,,,,,,,,,,
10205,-0.0004000067750732361,0.07240003350559687,0.3113000393153442,0.3102000356,-0.0015000104904174805,0.001300036909112512,-0.0012999773330627518,-0.001999974210217248,-0.002200007399999926,0.001100003719329834,0.31330001352556147,0.31170004609041746,0.001600027115344238,-0.00029999021021731576,,,,,,,,,,,,,,,,,
10206,0.0005999803599060494,0.0679999589948852,0.30169999600559694,0.30169999599999997,0.000599980354309082,-0.0004999637908874588,-0.0059000254076659875,-0.004700005036578414,-0.004800021600000037,-0.000599980354309082,0.30640000104217535,0.3011000156456909,0.0004000068055969308,0.00010001656342162324,,,,,,,,,,,,,,,,,
10207,0.0005999803792358094,0.06419998407316896,0.31269997360208135,0.3123999834000001,0.000299990177154541,0.0004999637177307559,-0.0027999878111816257,-0.006600022282269302,-0.007099986000000058,0.0,0.31929999588435065,0.31209999322284554,-0.0002999901979187092,0.0004999637177307559,,,,,,,,,,,,,,,,,
10208,-0.002200007397119119,0.06239998338961794,0.3115999698993652,0.31239998339999997,-0.001399993896484375,-0.0008999705488769161,-0.010200023636743216,-0.009599983700634751,-0.009400010100000022,-0.0006999969482421875,0.3211999536,0.31379997729648434,0.002900004399365219,0.0002000331993652349,,,,,,,,,,,,,,,,,
10209,0.00010001656965330508,0.06419998408178706,0.3242999910817871,0.3244000077,0.00020003318786621094,-9.99570170837627e-05,-0.0044000148760375835,-0.0029999614110168826,-0.0027999878000000145,0.00010001659393310547,0.32729995249280397,0.3241999745121338,0.00019997358178713842,0.00020003318898320632,,,,,,,,,,,,,,,,,
