estimand,root_id,focal_segment_id,dose,matched_additive_localization,reference_localization,adjoint_only_localization,driving_force_only_localization,full_shunt_localization,adjoint_first_marginal,adjoint_second_marginal,driving_force_first_marginal,driving_force_second_marginal,factor_interaction,adjoint_shapley,driving_force_shapley,total_contrast,reconciliation_residual
full_shunt_minus_matched_additive,864691135060651419,5224,1,0.00022030853929989999,0.00022030853929989999,0.0100382574811545,0.00021810832825130001,0.0098201491529032008,0.0098179489418545995,0.0096020408246519015,-2.2002110485999822e-06,-0.00021810832825129925,-0.00021590811720269927,0.0097099948832532514,-0.00011015426964994962,0.0095998406136033002,1.7347234759768071e-18
full_shunt_minus_matched_additive,864691135060651419,5233,1,0.00081403945111720004,0.00081403945111720004,0.032862276657155701,0.00078539212079409997,0.032076884536357902,0.032048237206038499,0.031291492415563803,-2.8647330323100062e-05,-0.00078539212079779819,-0.00075674479047469813,0.031669864810801154,-0.00040701972556044912,0.031262845085240701,6.9388939039072284e-18
full_shunt_minus_matched_additive,864691135060651419,5239,1,0.0018679466375815001,0.0018679466375815001,0.0417115086207746,0.0017894566183727001,0.039922052002368202,0.039843561983193103,0.0381325953839955,-7.8490019208799985e-05,-0.0017894566184063973,-0.0017109665991975975,0.038988078683594302,-0.00093397331880759864,0.038054105364786706,0
full_shunt_minus_matched_additive,864691135060651419,5247,1,0.0030184471955285001,0.0030184471955285001,0.064155421323706205,0.0028091750108336002,0.061646909353378999,0.061136974128177701,0.058837734342545397,-0.00020927218469489993,-0.0025085119703272055,-0.0022992397856323055,0.059987354235361549,-0.0013588920775110527,0.058628462157850503,-6.9388939039072284e-18
full_shunt_minus_matched_additive,864691135060651419,5272,1,0.0099108035872139,0.0099108035872139,0.10304141101858171,0.0089403904137921007,0.094054553366016799,0.093130607431367807,0.085114162952224695,-0.00097041317342179932,-0.0089868576525649058,-0.0080164444791431064,0.089122385191796244,-0.0049786354129933525,0.084143749778802901,-1.3877787807814457e-17
full_shunt_minus_matched_additive,864691135060651419,5275,1,0.0066696398548634003,0.0066696398548634003,0.1057790265807705,0.0060006477303186003,0.099778378850463798,0.099109386725907106,0.093777731120145202,-0.00066899212454480002,-0.0060006477303067018,-0.0053316556057619018,0.096443558923026154,-0.0033348199274257509,0.093108738995600404,0
full_shunt_minus_matched_additive,864691135060651419,5527,1,0.00068349255106170002,0.00068349255106170002,0.036179567711473799,0.00065802692416299996,0.0355215407873107,0.035496075160412102,0.034863513863147698,-2.5465626898700067e-05,-0.00065802692416309927,-0.0006325612972643992,0.035179794511779897,-0.00034174627553089967,0.034838048236249003,-6.9388939039072284e-18
full_shunt_minus_matched_additive,864691135060651419,5906,1,0.017872896502934901,0.017872896502934901,0.24054162721676731,0.014032822342647799,0.22650880487414479,0.22266873071383242,0.21247598253149699,-0.0038400741602871019,-0.014032822342622514,-0.010192748182335412,0.21757235662266472,-0.008936448251454808,0.20863590837120988,2.7755575615628914e-17
full_shunt_minus_matched_additive,864691135060651419,6037,1,0.0018843978038888,0.0018843978038888,0.068341205994756196,0.0017351092108302999,0.066684499826884902,0.066456808190867397,0.064949390616054606,-0.00014928859305850012,-0.0016567061678712941,-0.0015074175748127938,0.065703099403461002,-0.00090299738046489711,0.064800102022996103,0
full_shunt_minus_matched_additive,864691135060651419,6446,1,0.092899303476814896,0.092899303476814896,0.29258159375035081,0.070117609168757603,0.2225093074483257,0.1996822902735359,0.15239169827956811,-0.022781694308057293,-0.070072286302025111,-0.047290591993967804,0.17603699427655201,-0.046426990305041202,0.12961000397151079,0
